0,1,2,3,4,5,6
job_1f82a6414a20690b,"Junior Data Analyst (all genders)
- job post",Cocomore AG,,Vollzeit,"Die Cocomore AG ist eine Agentur für Marketing, IT & Experience Design mit 180 Mitarbeiterinnen und Mitarbeitern und Büros in Frankfurt/Main, Genf, Köln, Berlin und Sevilla. Wir beraten große Kunden aus den unterschiedlichsten Branchen. Als Unterstützung für unser Data & Analytics-Team suchen wir dich als Junior Data Analyst (m/w/d) – ob in einem unserer Büros oder remote.
Unser junges, dynamisches Data & Analytics-Team, bestehend aus Spezialisten und Generalisten, berät Kunden aus den unterschiedlichsten Bereichen mit vielfältigen Anforderungen und Wünschen. Somit besteht die Möglichkeit deiner persönlichen Weiterentwicklung ausgerichtet auf deine individuellen Präferenzen.
Im Team entwickeln wir Strategien, Konzepte, Services und Kampagnen für unsere globalen Kunden und führen diese zum Erfolg im digitalen Marketing. Wir basieren unsere Empfehlungen immer auf Basis von Data Insights, vor allem Customer Insights und messen unsere Aktivitäten permanent sowie optimieren sie kontinuierlich. Dazu nutzen wir digitale Dashboards und modernste Tools.
Dein Job:
Du bist ein entscheidendes Mitglied unseres Data & Analytics Teams
Mit deiner Expertise setzt Du spannende Analytics und Tracking Projekte zusammen mit unseren internationalen Kunden aus den unterschiedlichsten Branchen um
Du hast bei unseren Kundenprojekten die Aufgabe, die richtigen Daten zu erheben, aufzubereiten sowie zu analysieren. Dazu können Daten aus verschiedenen Quellen gehören (z.B. Google Analytics 360, Adobe Analytics (mittels Tag Management), Salesforce, Jira aber auch Daten aus Shop-Systemen und CRM-Datenbanken)
Du führst Onsite-Analysen von Websites durch und optimierst die Online-Customer-Journey unserer Kunden
Du analysierst das Nutzer-/ Kaufverhalten der User auf den Websites und leitest daraus Handlungsempfehlungen ab
Du trägst die Verantwortung für die Konzeption und Erstellung von performanceorientierten Kennzahlen-Analysen der Websites, Online-Kanäle sowie Online- und Newsletter-Kampagnen unserer Kunden
Du erstellst Analytics-/ Tracking-Konzepte für Web- und Mobile-Anwendungen sowie für Multichannel-Kampagnen
Du führst A/B-Testing/ Quality Assurance durch
Deine Skills:
Ein passender Hochschulabschluss mit mathematischem, statistischem und/ oder analytischem Schwerpunkt. Schwerpunkte im Bereich Finanzen bzw. Finanzwesen sind auch sehr gerne gesehen
Erfahrung mit statistischen Methoden vom Vorteil
Sicheres Auftreten und sehr ausgeprägte Kommunikationsfähigkeiten, auch im Umgang mit Kunden
Du hast sehr ausgeprägte analytische Fähigkeiten und ein kundenorientiertes Mindset
Erfahrung in der Analyse und Interpretation von Digital Analytics-, Commerce- und CRM-Daten, bestenfalls Erfahrung mit Magento
Idealerweise konntest du bereits erste Erfahrungen im Bereich SQL/ Big Query oder mit der Verwendung von Dashboard-Lösungen wie Klipfolio, Tableau, PowerBi und/ oder Jedox sammeln
Wünschenswert sind darüber hinaus Kenntnisse von Google Analytics, Google Tag Manager und/ oder Google Optimize
Kenntnisse in Javascript, HTML und/oder Python sind ebenfalls von Vorteil
Du beherrschst fließendes Deutsch und Englisch in Wort und Schrift
Deine Benefits:
Spannende und abwechslungsreiche Projekte bei großen, internationalen Kunden
Möglichkeiten zur Weiterbildung in Richtung Data Science
Deine Work-Life-Balance ist uns wichtig, daher bieten wir dir flexible Arbeitszeiten und Home-Office-Optionen
Du profitierst von Mitarbeiterrabatten und weiteren Vergünstigungen bei Partnerunternehmen
Teamspirit in Startup-Atmosphäre und Arbeiten auf Augenhöhe, in einem erfahrenen und interdisziplinären Team
Du hast die Möglichkeit abteilungsübergreifende Themen mitzugestalten und voranzutreiben
Unser Onboarding Programm hilft dir dabei, dich in der ersten Zeit besser zu orientieren, außerdem steht dir ein persönlicher Buddy zur Seite
Extras wie kostenlose Getränke, Kaffee und Obst sind bei uns selbstverständlich
Formelle Fortbildungsmaßnahmen stehen zur Verfügung",27Dec2021-11:19:15
job_3c267e348333dd24,"Data Analyst Process Quality Management (m/w/d)
- job post",Tesla,,,"Tesla steht für die Beschleunigung des Übergangs zu nachhaltiger Energie. Innerhalb weniger Jahre wurden revolutionäre Strategien und Produkte entwickelt und erfolgreich auf den Markt gebracht. Dies ist nur möglich durch außerordentliche Begeisterung und Identifikation der Mitarbeiter, Geschwindigkeit in der Umsetzung von Prozessen und Projekten sowie überdurchschnittlicher Innovationskraft und Effizienz.

Wir, Tesla Automation, unterstützen die unglaubliche Erfolgsgeschichte von Tesla durch hochautomatisierte Spitzentechnologie, welche die weltweite Produktionskapazität des Unternehmens auf das nächste Level hebt. Unsere Passion, Motivation und Leistungsbereitschaft für komplexen Sondermaschinenbau ermöglicht Tesla seine ambitionierten Ziele zu erreichen. Nun suchen wir Sie, um diese Erfolgsgeschichte gemeinsam fortzuführen und weiter auszubauen.

Aufgaben

Definition und Aufbau von Datenbankinfrastrukturen und Konzepten sowie Überführen der Daten in ein Datenbanksystem
Erstellung von Skripten zur individuellen Datenanalyse
Erstellung / Visualisierung von automatisierten Dashboards und Reports, bspw. mittels Tableau Software und/oder
Apache Superset
Definition der Datenschnittstelle vor Projektstart
Selbstständige Ausarbeitung von Lösungsvorschlägen sowie Unterstützung bei der Implementierung von
technischen Prozessoptimierungsmaßnahmen in Zusammenarbeit mit anderen Fachbereichen
Verständliche Aufbereitung der Analyseergebnisse sowohl für die jeweiligen Fachbereiche als auch für das Leadership

Anforderungsprofil

(Fach-) Hochschulstudium in Informatik, Wirtschaftsinformatik, Wirtschaftsingenieurwesen oder ein vergleichbarer datenspezifischer Studiengang
Gute Kenntnisse in Datenbankstrukturen/-architekturen und Sprachen wie SQL
Gute Kenntnisse in Datenvisualisierungstechniken (z.B. Matplotlib, Superset, Tableau)
Gute Kenntnisse in Software zur statistischen Datenanalyse (z.B. SAS JMP oder IBM SPSS)
Gute Kenntnisse im Bereich objektorientierter Programmiersprachen (z.B. Java, C#, Python)
Kenntnisse im Bereich Maschinenbau / Automatisierungstechnik von Vorteil
Kenntnisse in Machine Learning / Deep Learning oder vergleichbar von Vorteil
Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift
Strukturierte Problemanalyse und Lösungsfindung
Sehr gute Kommunikationsfähigkeit, um sich mit verschiedenen Ebenen der Organisation austauschen zu können
Eigeninitiative und Motivation zur kontinuierlichen Verbesserung der Prozesse
Kreative und strukturierte Problemanalyse und Lösungsfindung
Teamfähigkeit sowie eine organisierte und selbstständige Arbeitsweise",27Dec2021-11:19:21
job_efc50094818c59e3,"Freelance Data Analysis Mentors/Tutors (f/m/d)
- job post",CareerFoundry GmbH,,Freie Mitarbeit,"We created CareerFoundry to help others build their careers while maintaining personal freedom and flexibility. Our 100% online, flexible, mentor/tutor driven courses are setting the standard for globally accessible technical education. Through our online programs, expert tutors and mentors bring students from complete beginners to junior data analysts in 6 months.

We are searching for experienced and passionate Junior and Senior Data Analysts to join our pool of experts. Help define the next generation of talent by educating and empowering students across the globe while working remotely and around your own schedule!

Tasks

Mentoring with CareerFoundry is more than teaching. It’s inspiring newcomers to the field to build, to problem solve, to think like an analyst, and to increase their value as professionals.

\*\*Based on your application and experience, we will make a decision on whether the Tutor or Mentor role is the perfect fit for you.

Mentor role:
Students need more than help and experience to master the necessary skills, they need inspiration and motivation to keep them focused along the way. You're their point of entry into a new industry, so they’ll want to hear about challenges you have overcome and what the role is really like on a day-to-day basis.

Tasks:
Reviewing your students’ work through the CareerFoundry platform on a regular basis with a view on how it would fit into an industry-ready portfolio.
Be available for 1-to-1 video calls to help prepare your students entry into their new industry.
Suggesting supplemental learning materials and personal insights in areas where students are struggling.
Teaming up with a tutor to answer more advanced queries or for a higher level of troubleshooting.
Responding to students within < 48 hours.
Tutor role:
Tutors give vital feedback on assignments through written reviews guided by our course curriculum and rubrics. When students are struggling with understanding a key area, tutors are there to support and encourage them, sharing resources and providing insights into the industry.

Tasks:
Regularly reviewing student exercises submitted through the CareerFoundry platform.
Submission reviews and checking for fundamental understanding of concepts.
Suggesting supplemental learning materials and personal insights in areas where students are struggling.
Working with a mentor who will advise the student specifically on career-related topics and support you as a tutor.
Responding to students within < 24 hours.
\*\*We are currently prioritizing applicants based in Northern America & adjacent timezones\*\*

Requirements

To succeed, you must enjoy sharing your knowledge and be willing to work with students from beginner level onwards.

Mentor role:
5+ years experience in the field, and a demonstrable track record showcasing your work for a variety of clients and companies.
A portfolio demonstrating your skill and examples of professional projects. Professional references may be required.
Previous experience in mentorship or tutoring is preferred. You must demonstrate an understanding of how to support beginners, have time and patience and a strong desire to guide people along their career path in this field.
Knowledge of the latest development tools and trends, a broad network of experts in the field and an in-depth understanding of industry practices.
Fluent in English.
Tutor role:
2+ years experience in the field working as a Data Analyst.
A great portfolio.
In depth knowledge of industry best practices.
A strong desire to help others.
Fluent in English.
For both roles a knowledge of the following is required:
Data Processing and Querying

SQL
Excel
Python (and pandas library)
Relational databases
Data Visualization and Reporting

End-to-end analysis
Tableau
Presenting data
Data visualizations and data dashboards
Power Bi (data viz tool)
Storytelling
Statistical Analysis
Business

Understanding and formulating business metrics/KPIs
Understanding how data relates to product requirements
Designing and scoping research projects and experiments
Ethics in data analysis
Benefits

What’s in it for you:
100% Remote and flexible - work from anywhere with an internet connection, and around your schedule.
A freelance contract with a competitive rate.
Shape the industry by developing the next generation of data analysts.
Resume gold – mentoring experience is highly sought after by employers.
CareerFoundry is dedicated to creating an equal opportunity workforce. We value diversity and inclusion and are committed to ensuring the equal rights of our employees, students, partners and wider CareerFoundry community. All qualified applicants will be considered for employment without regard to age, gender, gender identity or expression, sexual orientation, ethnicity, national origin, religion, genetics, disability.",27Dec2021-11:19:26
job_6b4a1a83fed1b8d4,"Data Analyst
- job post","real,- Digital Services GmbH",Köln,Vollzeit,"Who we are

We are part of the team behind Kaufland.de: Several thousand merchants and millions of products make our multi-channel portal one of the largest marketplaces in Germany. Our work is characterised by a dynamic corporate culture, with a start-up mentality and the opportunities offered by a large corporation in the background. We combine knowledge and many years of experience in e-commerce with flat hierarchies and a highly motivated team. Whether as an intern or an executive: We take every idea seriously, because we want to work together in shaping the future of e-commerce!
We love flexibility! That's why we offer you a modern workplace in our office in Cologne / Darmstadt / Düsseldorf, while at the same time giving you the opportunity to work remotely. We want to offer you the most attractive workplace in e-commerce and a maximum of flexibility for your personal work-life balance.
Day-by-day, our development team of about 190 experts pursues the goal of creating the best-possible customer shopping experience for the Kaufland.de marketplace. We are here to inspire millions of customers, to help them find, purchase and get the things they love. To enrich the lives of our customers, we collaborate in cross-functional teams, in which product owners, product designers, frontend and backend engineers, data scientists and lean managers join forces. Details regarding the challenges of the respective product areas can be found here: https://www.real-digital.de/team/tech/.
Your tasks – this is what awaits you in detail
You help our product management in the product data area to make data-driven decisions by creating dynamic dashboards as well as ad-hoc static data analysis
You invest time to understand our business, derive ideas for optimization and business development and help make product initiatives measurable
You help benchmark our business models against competitors, evaluate strategic directions and identify business opportunities - always quantifying your ideas
You support the standardization of business intelligence processes and the design of self-service and silver-service solutions for your stakeholders
You showcase and promote best practices related to analysis and visualizations internally

Your profile – this is what we expect from you
You have a university degree in business informatics or a comparable course of study such as statistics, mathematics or business administration
You have a very high capacity for abstraction and a well-founded understanding of algorithms, as well as affinity for working with data
You are experienced in data modelling, data analysis and visualization methods
You have good to very good knowledge of SQL and visualization software (ideally Tableau)
You possess excellent problem-solving abilities, attention to detail and distinct analytical skills combined with an entrepreneurial mindset
You speak English fluently

What we offer
Work as you feel comfortable! We offer you the best possible flexibility in terms of working hours and location. Create your own work-life!
A highly-motivated and qualified team from different fields and numerous nations
A sophisticated product with millions of users and a broadly-based technology stack
A dynamic environment with a start-up mentality, no superfluous red tape and hierarchy, as well as plenty of courage and trust to break new ground
Free choice of hardware – we provide you with the development environment of your choice
Personal & team growth: We’re a remote company, but we also believe that personal interactions are important. That’s why we organize company events, and cover the costs to bring you there and to other (approved) get-togethers with your peers. The same applies to conferences and other learning opportunities. We want everybody to grow personally and professionally, as a team and as a company.
Top conditions at the Urban Sports Club for fitness, team sports, yoga and more

Refer an Engineer Program
You want to work for us, but not without your dearest colleague? Join us as a team and earn money by referring your buddy for one of our open Tech positions! Depending on the level we offer a bonus up to 1.300,- € per referral, which will be paid after successful recruitment (the first part with your first salary, the second part after your buddy passes the trial period).",27Dec2021-11:19:31
job_ac85643683a55c93,"Data Capability Analyst
- job post",,Berlin,,"Founded in 1996, mobile.de disrupted the status quo of buying and selling cars with the first online vehicle marketplace, driven by the idea to create something new. As a driver of change for growth and innovation we became more than just a platform. We are an ecosystem of skilled and entrepreneurially minded people, a community to unite sellers and buyers. As the No 1 marketplace in Germany we closely cooperate with a powerful network of around 42,000 dealers and connect them with almost 17 million unique users per month.
ABOUT THE TEAM:
Join our mobile.de Analytics team as a Data Capability Analyst (d/f/m) to contribute towards the company’s Data Strategy.
You will be joining our Analytics team within the Finance department and working together with a variety of partners from Business, Product & Technology who strive towards providing the best experience for our customers in meeting their mobility needs. This is an opportunity to be part of the best in class Analytics team and to collaborate with us, even across different eCG, Adentiva entities. You will drive exciting projects for the data strategy of the company and highly contribute to the success of making the company truly data driven.
THE ROLE:
Be the digital analyst in a multi-functional team, who drives the tracking set up in the company
Help teams to understand sophisticated analytical challenges by deriving & presenting major insights on the right level of detail or approximation
Able to cover a wide range of responsibilities: operational analytics tasks like tracking and more strategic work on data standards and governance, understanding and converting complex business questions into specific requirements and insights
Good communicator, to challenge the status quo, tell data stories, enhance decision impact of your results and liaison with analysts and tech people alike
WHAT WE ARE LOOKING FOR:
3+ years of hands-on experience in digital analytics (Google Analytics, Adobe, Analytics, Google Tag Manager)
Strong academic background in mathematics, statistics, economics or similar fields
Comfortable with SQL & BigQuery, able to connect multiple complex data sources together to deliver impactful analysis is a strong plus
Knowledge of Google Analytics 4 or other event-based analytics solutions is a strong plus
Experience in one or more business intelligence tools (e.g.: Tableau, Data Studio, Looker)
Knowledge of A/B testing and testing platforms (such as Optimizely) is good to have
You know how to convert sophisticated business questions into specific requirements, relevant metrics and insights that give clear recommendations
Outstanding communication, prioritization and project management skills
Good grasp of statistics is a plus
WHAT WE OFFER:
Meaningful Work: We are a diverse, international, highly skilled and passionate team committed to a world where people share more and waste less. Every day you will have the opportunity to make a huge difference for our users, customers as well as shape the future.
Flexibility: We believe that work is what you do, not where you do it. So we provide mobile work and flexible hours that gives you the autonomy, and scope to set your own working patterns and agendas. We empower our teams and people to decide which key moments they want to spend face to face, instead of fixing a number of office days.
Work-Life Balance: Our people really do come first and we have lots of options for greater work-life balance, including four weeks work from anywhere per year, part-time work, plus an additional three months fully-paid parental leave time.
Growth and Development: We are a global organisation who truly believes in growing our people. To support this we offer lots of development and training opportunities as well as providing a budget for our team members.
Competitive Compensation: We know that our people are the key to our success and our compensation packages reflect this.
Connection and Inclusion: Our culture is the glue that holds us together. We believe in making meaningful connections and creating an inclusive atmosphere with lots of opportunities to connect both in your day to day work and through social team activities (online and offline).
BENEFITS
Benefits are an essential part of your total compensation for the work you do every day. Whether you’re single, in a growing family, or nearing retirement, Adevinta* offers a variety of comprehensive and competitive benefit programs to meet your needs.
COVID-19
People are the heart of Adevinta*, and their health and well-being are our first priority. We continue to monitor local government guidance and partner closely with medical advisors to determine the safest and best next steps for everyone. We will discuss the particular case for your region during the interview process. As a general rule, interviews will be completed remotely over video calls.
eBay Classifieds Group (eCG) is now part of Adevinta, an innovative leader in digital marketplaces spanning 16 countries. We’re all about matchmaking, and our sites help people find whatever they’re looking for in their local communities. Every connection made or item found makes a difference by creating a world where people share more and waste less. As a global network of loved local brands, including eBay Kleinanzeigen in Germany, Marktplaats in the Netherlands, and leboncoin in France, our team of over 7,000 employees are there to make things better, safer and easier for the people who choose to visit and use our marketplaces every month.",27Dec2021-11:19:36
job_4a411d003080555b,"FX Sales – Analyst / Associate (Frankfurt)
- job post",Morgan Stanley,,,"FX Sales – Analyst / Associate (Frankfurt)
Job Number:
3195558
POSTING DATE: Dec 16, 2021
PRIMARY LOCATION: Europe, Middle East, Africa-Germany-Germany-Frankfurt
JOB: Investment Banking/Sales/Trading/Research
EMPLOYMENT TYPE: Full Time
JOB LEVEL: Associate
DESCRIPTION
3195558 - FX Sales – Analyst / Associate (Frankfurt)


Company Profile:


Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments, and individuals from more than 1,200 offices in 43 countries.

As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence, and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.
Department Overview:


The Fixed Income Division is comprised of Interest Rate and Currency Products, Credit Products and Distribution. Professionals in the Division assess and actively manages risk, trade securities, and structure as well as execute innovative transactions in the fast-paced and constantly changing global markets. The Commodities Division is a market leader in energy, metals, and agricultural product trading worldwide whose professional’s trade in both physical and derivative commodity risk.
The Financial Institution FX sales team is looking for an Analyst to join the team in Frankfurt. They will be involved in originating and structuring FX and other Derivative solutions for EMEA clients focusing primarily in Germany, Austria, and Switzerland.
QUALIFICATIONS
Primary Responsibilities:


Working with Morgan Stanley’s Investment Banking clients, with a focus on EMEA Financial Institutions, to deliver FX Derivative Solutions to manage short-and-long term risk around ongoing business exposures
Pricing and executing a range of products across the Foreign Exchange asset class (including G10 and EM spot, forward, and options)
Responsible for the day to day running of transactions from start to finish, liaising with key internal stakeholders across Investment Banking, Capital Markets, Sales & Trading, Credit and Legal throughout
Preparing client presentations and materials (including trade ideas) for a wider audience within the Firm and the financial services industry


Skills required:


Fluency in German preferable
Experience interacting directly with external corporate or institutional clients
Pricing and execution experience of Financial Markets products
Keen interest in financial markets
A positive, motivated, can-do attitude and desire to work in a highly team-oriented environment
Strong oral and written communication skills
You have strong analytical and numerical skills that put you at ease with financial data
You are results-driven, perform well under pressure and against tight deadlines
You articulate complex ideas simply and summarize them effectively
You are committed to excellence in your work and maintain high professional and ethical standards

Morgan Stanley is an equal opportunities employer. We work to provide a supportive and inclusive environment where all individuals can maximise their full potential. Our skilled and creative workforce is comprised of individuals drawn from a broad cross section of the global communities in which we operate and who reflect a variety of backgrounds, talents, perspectives and experiences. Our strong commitment to a culture of inclusion is evident through our constant focus on recruiting, developing, and advancing individuals based on their skills and talents.

Interested in flexible working opportunities? Morgan Stanley empowers employees to have greater freedom of choice through flexible working arrangements. Speak to our recruitment team to find out more.
Given the continued spread of COVID-19 (coronavirus), all interviews will be conducted by phone or virtual connection to protect our candidates and employees.",27Dec2021-11:19:42
job_187edece0cc0a277,"Internship Business Analyst
- job post",Emma The Sleep Company,,,"Ready to lead, disrupt and reinvent the sleep industry?
We are Emma – The Sleep Company. One of Europe's fastest-growing startups, we are now the world's leading D2C sleep brand. In 2020 our revenue grew from €150 to €405 million. We're pushing the boundaries of technology to transform the world of sleep. And we want your help to pull it off.
But Emma isn't for everyone. We're a highly ambitious, hard-working team that pushes you to produce your best work yet. We don't want average, we want high-performers who chase growth and set ambitious goals. Want your ideas to have impact and your career to grow? Then Emma is the right place for you.
What you'll do:
You will analyze and challenge incoming requests from other teams to identify the true business needs.
You will collaborate with the business teams to develop and implement the most effective solution (e.g. workshop facilitation, process or data analysis, dashboards).
You will proactively raise attention for optimization potentials across Emma and will research about best management practices.
You are supporting your colleagues with analyses and projects and also having ownership of own projects.
Who we're looking for:
You have an independent and structured way of working.
You are studying Business Administration (Finance, Business Intelligence), Business Informatics, or a related field.
You are a data-driven person, able to analyze data, and derive relevant insights (you have the chance to learn SQL, Tableau, etc.).
You are fascinated by quickly scalable business models and a continuously changing work environment.
What we offer:
A combination of personal and company growth to accelerate your career and help you reach your goals.
The chance to work on exciting and challenging projects either independently or as part of a dedicated, international team.
Responsibility and decision-making authority from day one—you'll create an impact with new, innovative ideas and help shape our company DNA.
To work and learn from experts in diverse fields and get to know your team members at exciting company events.
Become an Emmie
At Emma, you'll be joining a highly ambitious company on a global mission to lead, disrupt and reinvent the sleep industry. Ready to work hard and help us get there? Directly apply through our application portal and become part of our exceptional team.
Emma proudly celebrates diversity. We are an equal-opportunity employer committed to promoting inclusion in our workplace. We consider all qualified applicants for employment without regard to race, ethnic origin, religion or belief, gender, gender identity or expression, sexual orientation, national origin, disability or age.

Information regarding COVID-19: Your application will continue to be processed as usual by our recruiting team. All interviews take place via video call or phone.",27Dec2021-11:19:47
job_33f9ec463d5a3a8a,"WERKSTUDENT (M/F/D) – DATA ANALYST
- job post",Qnology AI Ltd,Frankfurt am Main•Vorübergehend im Homeoffice,Teilzeit,"Do you want to work in an AI-driven startup in a highly competitive environment? Do you love the markets and the competition? You can work independently without a supervisor on your side?
Then get ready to apply! We represent the quantitative part of the new evolving buy-side. Our innovative AI-driven algorithms are already running for various hedge funds. We are proud to support some top-20 Bloomberg-listed hedge funds.
Location
Paphos (Cyprus)
Frankfurt am Main (Germany)
Home-Office (Covid-19)
Tasks
Analysis & preparation of fundamental data
Data-Cleaning (Python)
Data-Engineering
Requirements
Bachelor / Master in IT / Mathematics / Physics / Economics
Experience in Python (libraries: Pandas, Numpy)
Affinity for numbers and data
Exceptionally strong resilience and self-motivation
English (C1)
Application documents
Cover letter
Curriculum Vitae
Grade transcripts / degrees
Earliest possible start date
Preferably, all documents are summarized in one pdf file.
We are happy to meet you in the application process.
Arbeitsstunden: 20 pro Woche
Job Type: Part-time
Work Remotely:
Temporarily due to COVID-19",27Dec2021-11:19:52
job_0de68876df5db011,"Index Operations Analyst
- job post",Morningstar,,,"Our mission is to enable index providers and product issuers to create new products that deliver true choice to all investors. Experts in designing, managing and calculating indices for clients; streamlining operations using leading-edge technology; and implementing best practice governance systems to meet EU Benchmarks Regulation, the firm is challenging an industry ripe for disruption.

Technology and operations will be build out of Giessen/Frankfurt and supports a truly global business. We focus on lean processes and state of the art technology to be highly flexible in reaction to clients’ & strategic requirements.

We need to be seen as more innovative, more knowledgeable and more accurate than our competitors and therefore attention to detail, subject matter expertise, technology orientation and thinking outside the standard are key requirements for this position.
Job Responsibilities
Work with product development & clients on implementation of new indices
Index operations such as rebalancing, daily processes, quality control
Clear daily exceptions assignment and update data services with validated information
Challenge data vendors where inconsistencies arise to ensure high level of straight through processing
Define business requirements, functional specifications, process mapping and gap analysis
Work with project teams to ensure implementation meets design and business requirements
Client support
Qualifications
– University degree or equivalent, with major in mathematical, analytical or technical field strongly preferred.
– Background in index Industry or fund management
– Profound understanding of corporate actions handling
– Understanding of different asset classes, excellent knowledge in equities
– Experience with SQL beneficial
– Strong familiarity with Microsoft Excel and the structuring of complex analyses is key
– Creative problem-solving skills and a can-do attitude to overcome any obstacle and get things done.
– Willingness to take on big challenges and own the results from brainstorming solutions to execution.
– Strong communication skills and ability to work collaboratively across functions including product, marketing, analytics, engineering.
– Willingness to engage with clients at all levels
D38_MoorgateBenchmarksGMBH Moorgate Benchmarks GMBH Legal Entity",27Dec2021-11:19:58
job_4123a17812d6e6fe,"Werkstudent Data Analyst (w/m/d)
- job post",Deutsche Bahn AG,,,"Die Deutsche Bahn bietet deutschlandweit über 500 Berufe und vielfältige Einstiegsmöglichkeiten für Studenten und Absolventen. Mehr als 1400 Praktikanten, Werkstudenten, Direkteinsteiger und Trainees lernen uns jährlich als dynamische und innovative Arbeitgeberin kennen. Sei dabei und hilf uns, die DB nach vorne zu bringen - und Deine Karriere gleich mit.
Zum nächstmöglichen Zeitpunkt suchen wir Dich für eine 6 monatige Werkstudententätigkeit für die DB Fahrzeuginstandhaltung GmbH am Standort Frankfurt am Main.

Deine Aufgaben:
In enger Zusammenarbeit mit den Fachbereichen entwickelst Du Prozesse, automatisierte Reports, Dashboards etc. mit dem Ziel, einen Beitrag zur Steigerung der Projekttransparenz zu leisten
Du entwickelst maßgeschneiderte Strategien, Konzepte und Lösungen zur effizienten Handhabung großer Datenmengen in einem komplexen Aufgabenumfeld
Für Deine internen Kunden entwickelst Du state-of-the-art Oberflächen, Berichte und Auswertungen
Dein Profil:
Du befindest Dich im Bachelor- oder Masterstudium der Wirtschaftsinformatik oder einem vergleichbaren Studiengang
Du bringst eine starke IT Affinität und Kenntnisse im Umgang mit Datenbanken und großen Datenmengen mit (SQL / Access / Excel)
Du hast fundierte und praktische Kenntnisse in Programmiersprachen, wie zum Beispiel VBA
Idealerweise bringst Du Kenntnisse in Power BI, im Microsoft BI-Stack sowie Data Lake-Konzepten mit
Du hast Erfahrungen mit ETL-Prozessen
Eine selbstständige, lösungsorientierte und strukturierte Arbeitsweise runden Dein Profil ab
Für Deine Bewerbung benötigen wir kein Anschreiben
Benefits:
Dein Team arbeitet Dich ein, begleitet Dich und sorgt mit gezieltem Feedback für Deine persönliche Weiterentwicklung.
Alles läuft Hand in Hand mit Deinem Team. Und auch die Vernetzung mit anderen Studierenden, z. B. durch unsere Stammtisch-Angebote, verschafft Dir hilfreiche Kontakte.
Woran wir arbeiten, was wir besser machen wollen – das wirst Du schnell herausfinden. Denn bei uns erlebst Du einen Großkonzern auf Augenhöhe und arbeitest an spannenden und aktuellen Projekten.
Chancengleichheit und selbstbestimmte Teilhabe Schwerbehinderter und Gleichgestellter sowie eine respektvolle Zusammenarbeit sind innerhalb des DB Konzerns fest verankerte Grundsätze. Deshalb werden schwerbehinderte Bewerber bei gleicher Eignung bei bevorzugt berücksichtigt.",27Dec2021-11:20:03
