0,1,2,3,4,5,6
job_27ba8df946b0c8a4,"Finance Analyst (m/f/d) - EMEA
- job post",Siegwerk,,,"Location: Siegburg, NW, DE, 53721
Family. Global. Siegwerk. Bring color into the world and help us make the packaging industry sustainable and digital. We are a global family company that produces innovative, high-quality inks and offers you exciting tasks, great colleagues from all over the world and space for your own ideas. Become a Siegwerker and experience Ink, Heart and Soul!

Location: Alfred-Keller-Straße 55, 53721 Siegburg

Your Tasks:

You are responsible for our reporting in the largest region EMEA.
In this regard you develop our reporting system and consider if automation and/or simplifications are possible.
You support budget and forecast processes and ensure high data and process performance in terms of time and quality.
You are EMEA key user for a workflow tool to coordinate investment requests.
In close cooperation with the regional CFO you prepare various ad hoc analyses and edit the data accordingly.
You prepare documents and presentations for management meetings and contribute to various finance projects.
You are a contact person for colleagues in controlling and sales and support them regarding customer and product data.

Your Profile:

Based on your bachelor degree or a comparable qualification you have gained initial experience in finance or controlling.
You have a strong understanding of numbers and a good analytical capacity and you love to deal with various business issues.
You are confident with using MS-Office, especially Excel and Power Point, and have good SAP skills.
You work independently and on your own responsibility and you have good communication skills in English.

What we offer:

Flexible working hours and remote work
Attractive renumeration
Diverse tasks in a family atmosphere and global environment
Space for your personal development
Good traffic connection both by public transport (job ticket available) and by car
In-house canteen and inner-city location with restaurants and shops

Your Contact:

Should you have any further questions, Svenja Schomburg looks forward to your call! You can reach her via phone 02241 304 8819.

Job ID: 22107

Please use our online platform to apply for this position. Job applications via mail or e-mail will not be accepted.",27Dec2021-11:37:22
job_543b47f0fc650180,"Junior Credit Analyst
- job post",Société Générale,,,"Responsibilities
You will always work together with the industry-specialized Senior Analysts, Client Relationship Managers and/or specialized Business Lines. Thereby your main tasks will be:
You will perform a complete Corporate Credit Analysis (Business Profile, Counterparty Description, Activity and Operations, Market and Industry Assessment, Peer Group Comparison, Counterparty Strategy, Management, Financial Analysis including Cash Flow Projections, Outlook).
An appropriate internal Obligor Rating reflecting the counterparty’s creditworthiness will be determined by you.
You will apply a wide range of financial transactions for all kinds of counterparty credit limits needed for execution.
Providing a decision recommendation to the respective decision-makers, as well as swift answers to their questions is another part of your job.
You will follow-up on the approval process until final validation, as well as on the evolution of SG’s exposure to specific clients, taking into account commercial (profitability) as well as risk considerations.
Dealing with potential changes is also part of the job.
Profile required
Graduate with a Master degree from Business/Engineering school or University, majoring in Business Administration, International Business or Finance
A previous experience in Investment Banking would be appreciated
You are fluent in English and have a good level in German
You are proficient in Office application
Skills :
Assessment of counterparty credit risk is the heart of our role within SG.
Drawing the right conclusions from available information is essential to succeed in our role.
Our daily work is heavily depending on usage of MS Office applications (e.g. to draft credit application) and proprietary software (to retrieve internal exposure data).
To facilitate the examination of your application by our English-speaking managers, we thank you for applying in English.
This VIE in Frankfurt is to begin as soon as possible but you need to plan 3 months between your application date and the beginning of your VIE assignment. It will last 18 months.
The VIE is a specific contract, under Business France’s eligibility criteria, opened to candidates under 28 and from the member states of the European Economic Space. For further information, please see Mon VIE-VIA Business France.
We would like to draw your attention to the fact there that your VIE mission could potentially get postponed, depending on the evolution of the health crisis and subjects to the decision made by the Crisis and Support Centre of the Ministry of Europe and Foreign Affairs (MEAE). In addition, the selected candidate will only be paid upon confirmation from Business France and arrival in the country of assignment.
Why join us
As soon as you arrive, you will be integrated into our teams and will learn every day alongside our experts, who will support you in your tasks. Gradually, you will become more independent in your projects, making this experience a real career accelerator. You will also discover all the diversity of our businesses, in a sector that is constantly evolving and innovating.
At the end of your VIE, various opportunities could be offered to you, in France and abroad.
Business insight
At Societe Generale, we are convinced that people are drivers of change, and that the world of tomorrow will be shaped by all their initiatives, from the smallest to the most ambitious.
Whether you’re joining us for a period of months, years or your entire career, together we can have a positive impact on the future. Creating, daring, innovating and taking action are part of our DNA.
If you too want to be directly involved, grow in a stimulating and caring environment, feel useful on a daily basis and develop or strengthen your expertise, you will feel right at home with us!
Still hesitating?
You should know that our employees can dedicate several days per year to solidarity actions during their working hours, including sponsoring people struggling with their orientation or professional integration, participating in the financial education of young apprentices, and sharing their skills with charities. There are many ways to get involved.
We are an equal opportunities employer and we are proud to make diversity a strength for our company. Societe Generale is committed to recognizing and promoting all talents, regardless of their beliefs, age, disability, parental status, ethnic origin, nationality, gender identity, sexual orientation, membership of a political, religious, trade union or minority organisation, or any other characteristic that could be subject to discrimination.
Reference: 21000PY3
Entity: SG CIB
Starting date: immediate
Publication date: 2021/12/08",27Dec2021-11:37:27
job_7d168e6ae4979db9,"Junior Security Analyst (m/w/d)
- job post",ABOUT YOU SE & Co. KG,Hamburg,Vollzeit,"Job Description

We are currently looking for a Junior Security Analyst who is eager to learn and join our Information Security Team.
Our Security Team ensures that customers of our online shop have a safe shopping experience and their personal data is secure with us. In addition, the team also protects our corporate data and the hardware of our employees. Protecting customer and company information is an important part of our business and our team is passionate about bringing security to the next level. Our goal is to create a secure environment without restricting or slowing down business processes.
We are looking for a Junior Security Analyst who is passionate to work on security-related topics and wants to build up knowledge in security monitoring, threat hunting and security event management.

What you will do
Triage vulnerability reports submitted through our bug bounty program
Investigate and respond to security alerts in our systems
Participate in employee security awareness training
Improve our monitoring and scanning tools to detect security issues and automate routine tasks
Keep an eye on current threats in the cyber security space and implement preventative measures within the organization.

Who you are
You have some background in Computer Science, IT Administration and/or Security.
You are able to write scripts and programs to automate tasks
You are able to process large quantities of information from multiple sources, like emails, logs, Slack alerts, etc.
You are familiar with Linux and/or Windows OS.
You have good communication and presentation skills, you can explain technical terms in non-technical language.
Fluent English skills (spoken & written)

Benefits
Grow together with one of the fastest growing eCommerce companies in Europe
Flexible working times
40% discount on our online shop
Fresh fruits + drinks everywhere
Language courses (German & English)
Free sports courses & reduced price for gym membership
Subsidized public transportation ticket
Free choice of hardware and operating system (Mac, Windows, Linux) also for private usage
State-of-the-art tech stack running on AWS
Modern office in the city center of Hamburg
International working environment and English as company language
Company flats (subject to availability)
Agile work environment (MOVE) and cross-functional teams
Free access to Germany’s greatest developer conference code.talks
Free Laracasts and Egghead account
Help in relocation and VISA process

YOU ARE THE CORE OF ABOUT YOU.
We take responsibility for creating an inclusive and exceptional environment where all genders, nationalities and ethnicities feel welcomed and accepted exactly as they are. We believe that a diverse workforce essentially contributes to the ABOUT YOU culture. In order to maintain talent and diversity, we emphasize the care for physical health, mental health and overall well-being. Our values and work ethics essentially contribute to our brand mission: empower acceptance and shape an inclusive, fair and circular fashion culture.

We are looking forward to receiving your application – preferably via our online application portal! Thus, we can ensure a faster process and for you it is very easy to upload your application documents. :-)",27Dec2021-11:37:32
job_ab58dc5afdee765b,"Data Analyst (w/m/d) in der Krankenversicherung - Gesundheitsmanagement
- job post",Debeka,,,"Ihr Beitrag zu unserer Gemeinschaft
Aufbau eines Data Warehouse für das Gesundheitsmanagement
Aufbereitung von Krankenversicherungsdaten
Gesundheitsökonomische Evaluation von Gesundheitsprogrammen und-services
Bewertung des ökonomischen Nutzens von Versorgungsprogrammen
Verwendung der BI-Software Cognos Analytics
Erstellen von Business Cases zur Einführung neuer Gesundheitsdienstleitungen
Organisation und Unterstützung bei der Qualitätssicherung im Gesundheitsmanagement
Das wünschen wir uns
abgeschlossenes Studium im Bereich Gesundheitsökonomie, Gesundheitsmanagement oder Wirtschaftsmathematik
Sehr gute Statistik- und Methodenkenntnisse
Interesse am Gesundheitswesen und der Analyse von Krankenversicherungsdaten
sicherer Umgang mit Statistikprogrammen und MS-Office
selbstständige und strukturierte Arbeitsweise
konzeptionelles und analytisches Denkvermögen
Kommunikationsfähigkeit und Eigeninitiative
Versprechen, auf die Sie zählen können
eine familienfreundliche Unternehmenskultur
30 Tage Urlaubsanspruch sowie flexible Arbeitszeiten
überdurchschnittliche Sozialleistungen: vermögenswirksame Leistungen und betriebliche Altersvorsorge mit Arbeitgeberbeteiligung
übertarifliche Weihnachts- und Urlaubszuwendung
einen sicheren Arbeitsplatz mit einer unbefristeten Anstellung
eine umfassende Einarbeitung sowie Onboarding-Veranstaltungen für den idealen Einstieg ins Unternehmen
Unterstützung bei der Entfaltung Ihres Potenzials durch individuelle Förderung und Weiterbildungsangebote der Debeka-Akademie
vielfältige Karrieremöglichkeiten
jährliche Mitarbeiterevents wie beispielsweise das Betriebsfest und die Karnevalsfeier
Mitarbeiterparkplätze
zahlreiche Angebote rund um das Thema Sport und Gesundheit
Konnten wir Sie für diese anspruchsvolle Aufgabe begeistern?
Dann bewerben Sie sich jetzt mit einer aussagekräftigen Bewerbung über den Button „Online bewerben“.
Ihr Ansprechpartner:
Yannick Weis
Debeka-Hauptverwaltung
Ferdinand-Sauerbruch-Straße 18
56073 Koblenz
Telefon (02 61) 4 98 – 14 69
yannick.weis@debeka.de",27Dec2021-11:37:38
job_f12a88167c02f568,"Market Research Analyst
- job post",super.AI,10119 Berlin,Praktikum,"At super.AI, we are building services to enable AI/Machine Learning technologies for the masses. We are at the exciting stage where the growth of our company forces us to do aggressive hirings to realize our visions quicker. We are a group of ex-Google, Microsoft, Amazon, and MIT engineers and data scientists who spent the last 2 years creating the new programming interface for AI.

What you'll do:
You'll generate lists of potential AI use cases and leads for specific verticals, for specific job titles, in specific companies (tied to verticals, companies, job titles, the economic value of the problem, TAM, etc.)
You'll analyze industry reports, set up meetings to understand the markets, talk to current customers, talk to people within super.AI, etc.
Create compelling validation and proof with the sales team to build out a compelling hypothesis and scalable machine
Interpret and research emerging trends involving various companies
Excellent knowledge of quantitative and qualitative data.

What we are looking for:

Smart, humble, hardworking, and collaborative
By smart we don't necessarily mean high IQ (although a huge plus), but an affinity toward learning. We want to automate as much as possible so we can focus on the few things that require human intelligence and creativity.
By humble we don't mean submissive or unambitious, we mean it in the same way Roger Federer is humble.
By hardworking, we don't mean long hours (be with your family). What we mean is while you're here you're doing the best work of your life. It means being disciplined, professional, focused, gritty, resilient, and resourceful.
By collaborative, we don't mean submissive or deferential, it means taking leadership from everywhere. ""I'm taking responsibility to fix this system"", if there's a lack of trust ""I'm going to address it"" if goals are unclear ""I'm going to deal with it"", it's about being a meritocracy
All four of the above are required. We all know people missing one of these and it's not nice to work with them (e.g. someone who is smart and hardworking but not humble and collaborative).
Paradoxical
The people we like the most are smart but humble
Wants to win no matter what, but will not cross lines of integrity to get there
Strong beliefs weakly held, etc.


Requirements:

Working toward or graduating with a degree in/related to AI/ML, economics, math, statistics, or business.
Previous experience in data organization, analysis, and reporting
Detail-oriented, driven, and tenacious.
Strong writing and communication skills.
Results-oriented, great at multi-tasking, and being creative
Ability to work in a fast‐paced sales environment. You think out-of-the-box and wow people with your unique perspective and quality work.
Experience using Microsoft Office products, especially Excel and PowerPoint
Experience with group discussion and collaboration",27Dec2021-11:37:43
job_1240fa309f2aff85,"Werkstudent (m/w/d) Data Analyst im Bereich Autonomes Fahren
- job post",ARRK,München,"Vollzeit, Werkstudent","STANDORT
München
GESELLSCHAFT
ARRK Engineering GmbH
VERTRAGSART
Vollzeit
BEGINN
01.11.2021
IHRE AUFGABEN
IHR PROFIL
Sie unterstützen bei der Konzepterstellung Massendatenauswertung im Bereich des Autonomen Fahrens
Sie analysieren Tests hinsichtlich der Eignung für eine Massendatenauswertung mit Flottendaten
Sie gestalten bei der Prozesserstellung für Big-Data Auswertungen mit
Sie sind aktiv an der Wahl geeigneter Tools zur Befähigung der Massendatenanalyse beteiligt
Weiterentwicklung der bestehenden Testautomatisierungen und Effizienzmaßnahmen im Projektumfeld
Student (m/w/d) im Bereich Informatik, Data Science, Mathematik, Elektrotechnik, Physik, Ingenieurwissenschaften, Fahrzeugtechnik oder einer vergleichbaren Studienrichtung
Strukturierte, zielorientierte Arbeitsweise
Analytisches und konzeptionelles Denkvermögen sowie Kommunikationsfähigkeit
Gute Kenntnisse Programmierkenntnisse mit Python
Gutes Know-How in gängigen Data Science/Data Analytics Methoden aus den Bereichen maschinelles Lernen und der Statistik
Erste Kenntnisse im Bereich Fahrzeugkommunikation (Ethernet, BUS-Systeme) sind von Vorteil
Verhandlungssicher Deutsch- und fließende Englischkenntnisse
IHRE AUFGABEN
Sie unterstützen bei der Konzepterstellung Massendatenauswertung im Bereich des Autonomen Fahrens
Sie analysieren Tests hinsichtlich der Eignung für eine Massendatenauswertung mit Flottendaten
Sie gestalten bei der Prozesserstellung für Big-Data Auswertungen mit
Sie sind aktiv an der Wahl geeigneter Tools zur Befähigung der Massendatenanalyse beteiligt
Weiterentwicklung der bestehenden Testautomatisierungen und Effizienzmaßnahmen im Projektumfeld
IHR PROFIL
Student (m/w/d) im Bereich Informatik, Data Science, Mathematik, Elektrotechnik, Physik, Ingenieurwissenschaften, Fahrzeugtechnik oder einer vergleichbaren Studienrichtung
Strukturierte, zielorientierte Arbeitsweise
Analytisches und konzeptionelles Denkvermögen sowie Kommunikationsfähigkeit
Gute Kenntnisse Programmierkenntnisse mit Python
Gutes Know-How in gängigen Data Science/Data Analytics Methoden aus den Bereichen maschinelles Lernen und der Statistik
Erste Kenntnisse im Bereich Fahrzeugkommunikation (Ethernet, BUS-Systeme) sind von Vorteil
Verhandlungssicher Deutsch- und fließende Englischkenntnisse
IHRE BENEFITS
Spannende Projekte
Gestaltungsfreiraum
Jobticket
Kostenloser Kaffee & Tee
Bezuschusste Kantine
Angenehmes Betriebsklima
KONTAKT
Petra Wichmann
career@arrk-engineering.com
+ 49 (0)89 / 31857-501
Datenschutzhinweise


ARRK Engineering ist Teil des internationalen ARRK Firmenverbundes und spezialisiert auf die Produktentwicklung. Innerhalb der ARRK-Firmengruppe setzen wir Produktentwicklungen von der virtuellen Entwicklung bis hin zum Prototypen und der Produktion in Kleinserien um.
IHRE BENEFITS
Spannende Projekte
Gestaltungsfreiraum
Jobticket
Kostenloser Kaffee & Tee
Bezuschusste Kantine
Angenehmes Betriebsklima
Spannende Projekte
Gestaltungsfreiraum
Jobticket
Kostenloser Kaffee & Tee
Bezuschusste Kantine
Angenehmes Betriebsklima
KONTAKT
Petra Wichmann
career@arrk-engineering.com
+ 49 (0)89 / 31857-501
Datenschutzhinweise
ARRK Engineering ist Teil des internationalen ARRK Firmenverbundes und spezialisiert auf die Produktentwicklung. Innerhalb der ARRK-Firmengruppe setzen wir Produktentwicklungen von der virtuellen Entwicklung bis hin zum Prototypen und der Produktion in Kleinserien um.
KONTAKT
Petra Wichmann
career@arrk-engineering.com
+ 49 (0)89 / 31857-501
Datenschutzhinweise


ARRK Engineering ist Teil des internationalen ARRK Firmenverbundes und spezialisiert auf die Produktentwicklung. Innerhalb der ARRK-Firmengruppe setzen wir Produktentwicklungen von der virtuellen Entwicklung bis hin zum Prototypen und der Produktion in Kleinserien um.",27Dec2021-11:37:48
job_fc1fe012f2788f46,"Business Analyst (m/f/d)
- job post",Aroundtown Commercial Properties,Berlin,"Vollzeit, Festanstellung","About the company
Aroundtown SA is the largest listed commercial real estate company in Germany, with an investment focus on real estate in the German and Dutch real estate markets. Aroundtown invests in commercial and residential real estate which benefit from strong fundamentals and growth prospects. The commercial properties are held by AT and in addition Aroundtown holds a substantial interest in Grand City Properties S.A. (""GCP""), a publicly traded real estate company that focuses on investing in value-add opportunities in German residential real estate markets.

We strengthen our teams in different areas of the company. For support we are looking for you at our location in Berlin at the earliest possible time as a

Business Analyst (m/f/d)

Your mission
Business data mining and rent role analysis
Financial analysis and modelling: Producing performance analysis for the management based on actual results and constructing financial projections
Monitoring and analysis of corporate credit ratings
Analysis of equity research reports
Competition Analysis
Project-related analytical and administrative support
Due to the international affiliation of the company, the daily communication takes place in English
Your profile
At least a BA in a business related degree
Initial experience in a similar position
Practical experience and profound Excel knowledge and strong skills in other MS Office Programs
Very good written and spoken English
Team player with fast learning skills
Entrepreneurial thinking and acting with ""hands-on-mentality""
Confident appearance with high motivation and commitment to the team
What we offer
A modern, gender-friendly open door policy and communication culture ""per Du"", as well as flat hierarchies
ongoing knowledge enhancement is supported by our online training offers in the company's own learning portal, as well as individual training measures
we value respectful cooperation at eye level, as well as a multicultural corporate environment
""Fit for the day or after work"" thanks to free use of our professionally equipped fitness center at the Berlin headquarters (incl. exciting course offerings and trainers)
Job ticket, meal allowance for the newly designed canteen restaurant with a wide range of options (including vegan)
Possibility of spectator visits to Bundesliga games of Union Berlin, our heart club. We are proud to be a sponsor!
We actively promote the combination of family and career and find individual solutions in the organization of working hours
support with childcare through our partner Voiio
A wide range of employee offers with varying special conditions in the areas of media, fashion, leisure, furnishings and much more round off our range of services
How to apply?
Do you have a strong drive to succeed?
We look forward to your written application in English stating your earliest possible starting date and your salary expectations.",27Dec2021-11:37:54
sj_218046e5819fe3cd,"Data Analyst (m/w/d)
- job post",Randstad Deutschland,,,"Im Rahmen der direkten Personalvermittlung suchen wir aktuell für unseren Kunden aus dem Dienstleistungssektor einen Datenanalysten in Duisburg oder München. Dank unserer vertrauensvollen Kontakte zu Personalentscheidern vor Ort ist Randstad Ihr Sprungbrett in diese attraktive Position.

Auf die Plätze, fertig, los! Der Startschuss für Ihre Online-Bewerbung bei Randstad ist gefallen. Immer sehr willkommen sind uns Bewerbungen von Menschen mit Behinderung, die die Voraussetzungen der Stellenbeschreibung erfüllen. Wir freuen uns, Sie alle mit einem Netzwerk von über 500 Niederlassungen und besten Firmen-Kontakten in Ihren neuen Job zu begleiten. Top-Unternehmen und vielversprechende Bewerber zusammenzubringen, ist unsere Stärke als größter Personaldienstleister Deutschlands. Überzeugen Sie sich selbst und bewerben Sie sich jetzt online. Können Sie sich ein besseres Sprungbrett in die Festanstellung vorstellen?
Das dürfen Sie erwarten
Direkte Personalvermittlung in eine Festanstellung bei unserem Kundenunternehmen
30 Tage Urlaub, inklusive am 24.12., 31.12. jeweils ein halber Tag und Rosenmontag
Zuschuss zur betrieblichen Altersvorsorge sowie für den ÖPNV
Möglichkeit der Nutzung eines Car- & Bike-Leasings
Flexible Arbeitszeiten dank Gleitzeitregelung sowie mobiles Arbeiten 4x die Woche, 1x die Woche Bürotag
Vielseitige Weiterbildungs- und Entwicklungsmöglichkeiten mit (Inter-)nationale Karriereperspektiven
Unterstützung im Familienleben
Vergünstigte Sportangebote und Betriebssport
Ihre Aufgaben
Zuständigkeit für die Entwicklung, Implementierung und den Betrieb von Reports
Hands-on Mitarbeit an der Implementierung eines Scoring-Verfahrens
Ansprechpartner für die Fachbereiche bei datenbasierten Fragestellungen
Korrespondenz mit Vertretern verschiedener Geschäftsbereiche
Stetige Weiterentwicklung von produktivitätsbezogenen Kennzahlen, Reports und Analysen in enger Absprache mit angrenzenden Bereichen
Verantwortung für die Erstellung von Monatsreports für die Personal Finance Zentrale mit Sitz in Frankreich
Erstellung von ad-hoc Analysen sowie automatisierte Reports als elementare Ergänzung der operativen Steuerung
Unsere Anforderungen
Abgeschlossenes Studium mit Schwerpunkt MINT oder Wirtschaftswissenschaften
Einschlägige Berufserfahrung im genannten Aufgabenfeld
Ausgeprägte Analyse- und Synthesefähigkeit
Sehr gute Deutsch- und Englischkenntnisse
Erste Kenntnisse in Scoring sowie in SQL, Excel, bestenfalls VBA und sowie in Python
Ausgeprägte Eigeninitiative, Kommunikationsstärke und Teamfähigkeit
Hohe Eigeninitiative, sorgfältige Arbeitsweise und klare Zielorientierung
Fähigkeit, komplexe Sachverhalte zu durchdringen",27Dec2021-11:37:59
job_9ea21a08c2b97b82,"Data Analyst* Business Intelligence
- job post",BE-terna GmbH,Home Office•Homeoffice,,"Data Analyst*
Business Intelligence, Data Analytics
#yourmission
Erstelle für unsere Kunden individuelle BI-Lösungen mit Microsoft Data Platform & Analytics oder Qlik Sense/QlikView Applikationen
Hebe den Datenschatz unserer Kunden für Analyse und Prognose ihrer Geschäftsprozesse
Verarbeite diese Daten zu Informationen und finde die geeignete Form Insights zu visualisieren
Setze Kundenprojekte selbständig und eigenverantwortlich um
Beantworte und löse laufende Anfragen deiner Kunden und führe Trainings durch
#yoursuperpowers
Informationstechnische oder betriebswirtschaftliche Ausbildung
Mindestens 3 Jahre einschlägige Berufserfahrung, selbständige und verantwortungsbewusste Arbeitsweise
Begeisterung für Zahlen, Daten, Analyse und Visualisierung
Kenntnisse im Bereich Business Intelligence und Datenbanken (SQL)
Idealerweise Erfahrung mit Microsoft PowerBI, AzureML, Python, AzureDataLake, Dynamics365 oder mit Qlik
Ausgezeichnete Deutsch- und sehr gute Englischkenntnisse
#beternasuperpowers
Mentoring-Partner während der Einarbeitungsphase
Moderne Arbeitsbedingungen auf Basis flexibler Arbeitszeiten
Spannende und herausfordernde Projekte in unterschiedlichen Branchen
Fachliche und persönliche Weiterentwicklung inklusive Zertifizierungen
Internationales Arbeitsumfeld
Unsere Projekte sind vielfältig - unser Team ist einzigartig! BE-terna zählt mit 920 Mitarbeitern und 25 Standorten zu den größten europäischen Anbietern von Business-Lösungen. Mit Begeisterung für modernste Softwaretechnologien unterstützen wir unsere Kunden, einfacher und transparenter zu arbeiten. Wir bieten Gestaltungsmöglichkeiten in spannenden Projekten, in denen Teamarbeit großgeschrieben wird. Mehr zu uns und unserer Kultur findest du auf unserer Karriereseite.
Haben wir dein Interesse geweckt? Dann drück auf den Apply now Button und innerhalb von nur ein paar Minuten hast du dich schon bei uns beworben. Möchtest du mehr zum gesamten Einstellungsverfahren wissen? Dann klicke hier.",27Dec2021-11:38:04
job_9b72225980fef87c,"Junior Data Analyst m/w/d
- job post",Marc O'Polo,,,"Du glaubst an die Kraft von Daten? Du hast Lust dich immer wieder neuen Herausforderungen zu stellen, verborgende Zusammenhänge und neue Erkenntnisse aus Daten zu generieren und so deinen persönlichen Mehrwert bei uns zu leisten? Gestalte bei MARC O’POLO den digitalen Wandel in agilen und innovativen Teams mit und erlebe die hohe Dynamik im Bereich Digital Intelligence. Zeig uns, was wir von dir lernen können. Wir sind gespannt! Ein motiviertes Team freut sich, mit dir weiter zu wachsen.
Deine Aufgaben
Du analysierst große, komplexe und mehrdimensionaler Datensätze eigenständig, leitest zuverlässige Erkenntnisse ab und lieferst so Geschäftsleitung und Fachabteilungen eine valide Basis für ihre strategischen Entscheidungen
Du transformierst komplexe, analytische Zusammenhänge in einfache, verständliche und effektive Insights und Handlungsempfehlungen und kommunizierst diese überzeugend im Unternehmen
Du erstellst eigenständig Dashboards und Reportings für verschieden Stakeholder und bist verantwortlich für die Erfassung ihrer Anforderungen
Du begleitest alle Phasen der Modellentwicklung in enger Zusammenarbeit mit unseren Data Engineers und Data Scientists, um damit den Erfolg von MARC O’POLO weiter voranzutreiben (z.B. Multichannel-Analysen, Kundenanalysen, Produktentwicklung)
Dein Profil
Du hast ein abgeschlossenes Studium (Master oder vergleichbar) in Statistik, Angewandter Mathematik, Wirtschaftswissenschaften oder einem verwandten quantitativen Fachgebiet
Du hast mindestens erste Erfahrung in der Anwendung von Data Analytics zur Unterstützung wichtiger Geschäftsentscheidungen (z.B. Business/Product/Marketing Analytics, Business Intelligence)
nice to have: du verfügst über Erfahrungen in der quantitativen Forschung
Du beherrscht den Umgang mit Datenvisualisierungstools (Erfahrung mit PowerBI ist ein Plus)
Du punktest mit einem soliden Methodenwissen in Statistik
Du hast eine sehr schnelle Auffassungsgabe, sehr gute analytische und konzeptionelle Fähigkeiten und bist sehr sicher im Umgang mit Zahlen; mehr noch: du blickst positiv in eine Zukunft, die von Daten und künstlicher Intelligenz geprägt sein wird
Du hast solide Grundkenntnisse in SQL und idealerweise erste Erfahrungen mit Programmiersprachen z.B. R oder Python gesammelt
Du stellst höchste Ansprüche an die Qualität, Sinnhaftigkeit und Ethik deiner Arbeit und willst Teil einer stetigen und stringenten Entwicklung eines gewachsenen und wachsenden Unternehmens sein
Du bringst Eigeninitiative und eine Hands-on-Mentalität mit und hast Lust in einem dynamischen Umfeld ein Team aus hilfsbereiten, ambitionierten Nerds mit deinem Wissen und deiner Persönlichkeit heterogen zu ergänzen
Du verfügst über sehr gute Deutsch- und Englischkenntnisse
Dein HR Kontakt
Stella (Brießmann) - Human Resources
Hast Du offene Fragen? Gerne beantworte ich Dir diese telefonisch unter: +49 8036 90-1783

This is MARC O’POLO
FOLLOW YOUR NATURE – Sich selbst treu bleiben. Gestaltungsfreiraum, flache Hierarchien, ein menschliches Miteinander und ein dynamischer, skandinavischer Spirit bilden die Arbeitsatmosphäre bei MARC O’POLO. Werde ein Teil der MARC O’POLO Story und starte Deine Karriere mit uns.",27Dec2021-11:38:09
