0,1,2,3,4,5,6
job_d91aab52f02f0bb6,"Data Analyst*
- job post",BAUMLINK,,,"Daten Analytics Berater*
Nordrhein Westfalen 70-90k €

Wollen Sie sich unterschiedliche Projekte vornehmen und mit spannenden Branchen arbeiten? Hier wird ihnen Freiheit und abwechslungsreiche Aufgaben vorgegeben.

Ihre Aufgaben:
Die Überarbeitung von komplexen Analysen & Selektionslogiken von B2C-Daten
Von der Beratung beim Analyse-Design bis zur Ergebnispräsentation selbständige Lösung analytischer Fragestellungen im CRM- und Loyalty-Umfeld
Die Analyse -Ergebnisse in Form von interaktiven Dashboards vorstellen
Unsere Kunden unterstützen und neue Ideen vorschlagen durch die Ergebnisse von Datenbasierte Generierung & User Cases
Ihr Profil:
Sie haben ein abgeschlossenes Studium in Wirtschaft Statistik, Mathematik oder eines verwandten Studiengangs
Mehrjährige Berufserfahrung in den Bereichen Daten Analytik, oder Daten Science
Sehr gute Kommunikationsfähigkeit und lösungsorientierte Arbeitsweise & Betriebswirtschaftliches denken
Sehr gute Kenntnisse in SQL oder Tableau
Sie beherrschen den Umgang mit BI Tools, z.B. Tableau
Erweiterte Kenntnisse in Python oder R
Grundkenntnisse in Machine Learning und der Anwendung statistischer Modelle

Legen Sie los und seien Sie Teil einer Firma mir einer tollen Kultur und hoher Mitarbeiterwertschätzung.",27Dec2021-11:43:56
job_c65cbbd0866faa4e,"(Senior) Data Analyst (m/w/d)
- job post",celebrate company GmbH,Home Office•Homeoffice,Vollzeit,"Worum geht's?
Im Jahr 2010 gegründet, hat sich die kartenmacherei zum führenden Online Anbieter für personalisierte Grußkarten in Europa entwickelt. Mit mehr als 200.000 Produkten wie Hochzeits-, Weihnachts- oder Geburtstagskarten begleiten wir unsere Kunden in den wichtigsten Momenten ihres Lebens. Ob aus Hamburg, München oder Remote: Du wirst in einem autonomen, funktionsübergreifenden Team mit einem starken Sinn für Zielorientiertheit arbeiten. Du möchtest gern mehr über unsere Remote First- und “Do what makes sense”-Kultur erfahren, die auf Ehrlichkeit und Vertrauen basiert? Dann wirf einen Blick auf unsere Unternehmensseite.

Wir wachsen schnell und suchen daher eine/n (Senior) Data Analyst (m/w/d), der/die Ownership für die erfolgreiche BI-Landschaft in unserem Customer Care Bereich übernimmt.
Was du bewegen kannst
Du bereitest komplexe Analysen und Datenstränge nutzerfreundlich und mit viel Leidenschaft auf, um sie einfach und verständlich darzustellen.
Du bist im Service Tribe Ansprechpartner:in, wenn es um die Erstellung von Dashboards und die visuelle Aufbereitung unserer Daten geht.
Du verantwortest unsere Reporting-Landschaft im Hinblick auf Tools, Dashboards und Visualisierungsmöglichkeiten.
Du definierst und strukturierst die BI-Roadmap gemeinsam mit dem Team.
Weiterhin arbeitest du eng mit Stakeholdern anderer Teams zusammen, um Anforderungen und Möglichkeiten für Reportings zu identifizieren.
Du führst Ad-hoc-Analysen (mit SQL) durch, um deine Kolleg:innen aus dem Service bei strategischen, datenbasierten Entscheidungen zu unterstützen und geeignete Handlungsempfehlungen abzuleiten.
Du unterstützt die Nutzer:innen unserer Self-Service-BI-Tools bei der Datenanalyse und Reports.

Was du mitbringst
Mehrjährige Berufserfahrung in einer Position als Data Analyst:in oder vergleichbar, vorzugsweise im E-Commerce-Umfeld.
Fundierte Erfahrung mit verschiedenen Reporting- und Analyse-Tools (idealerweise Tableau).
Kenntnisse in der Datenanalyse einer Customer Service-Umgebung von Vorteil.
Du hast einen Blick für das große Ganze, kannst komplexe Datenstränge strukturieren und triffst durchdachte Entscheidungen.
Du hast bereits neue Tools implementiert und Daten aus verschiedenen Quellen zusammengeführt? Großartig!
Gute Kenntnisse über Data-Warehouse-Systeme, Prozesse & SQL.
Du verfügst über sehr gute Kommunikationsfähigkeiten und kannst Daten und Analysen leicht verständlich an verschiedene Stakeholder vermitteln.
Sehr gute Deutsch- und Englischkenntnisse. Wir sind ein internationales Team.
Das klingt nach dir?
Dann bewirb dich jetzt mit deinen vollständigen Bewerbungsunterlagen über unser Online-Bewerbungsformular.
Deine Ansprechpartnerin ist Miriam.",27Dec2021-11:44:02
job_05ecdd42c5daf9ee,"Web Analyst (m/w/d) | Full time
- job post",3tech GmbH,,Vollzeit,"In your role as a Web Analyst, you will be responsible for proper tracking across all client accounts and correct evaluation of A/B-tests.

Tasks

You'll analyse the results of the various experiments and document them
You will validate data-driven test hypotheses, together with our conversion managers you will work out possible interpretations of the tests and make the final implementation decision
You will maintain our internal database containing all tests we've ever run and improve our experimentation process
You prepare test results for client reporting
You evaluate quantitative data and help our conversion managers to create hypotheses about user behaviour
You implement any events with the Google Tag Manager and make sure that they are tracked cleanly
You automate repetitive tasks, to save us all time
Requirements

Completed studies with a professionally relevant focus (online marketing, e-commerce, business informatics) or a comparable qualification
Have a deep understanding of tag managers such as GTM for web tracking
Experience in web and data analysis
Knowledge of statistics, high affinity for numbers, strong analytical and strategic thinking skills
You should know your way around typical data analytics and experimentation tools like Google Analytics, BigQuery, Optimize and VWO
You can think and work independently and self-reliantly
High commitment and flexibility
You're a team player and work well in cross-functional teams
You will develop data models that we can use for our clients
Benefits

Remote-first

We encourage a remote-first culture. This means that you can work from home any day of the week or even abroad.

You're also more than welcome to work from our central Berlin office.

Continuous learning

Continuous learning is part of our spirit and really lies at the core of our values.

For you that means up to €1000, in yearly budget for courses, books and conferences. No questions asked.

It is also possible to attend conferences to build relationships with clients and other experts in the field.

25 days holiday

We always give our best, but we know that breaks are not only important, but necessary. You can spend 25 days a year on holidays.

Our clients

We work primarily with young and fast-growing startups, but also established brands. This ensures that you will never get tired and there are always new challenges and things to explore.

Our portfolio of clients is mostly composed of eCommerce and SaaS companies, but also extends to other industries such as wholesale, high-end construction and shipping.

CRO Know-how

As mentioned before, learning is incredibly critical for us. To accelerate learning within the company, we not only educate you internally, but also are in constant knowledge exchange with senior CRO experts whom you can ask all your questions and extend your expertise.

Want to work in Berlin?

In that case you're more than welcome to work from our newly renovated Berlin office at Kurfürstendam. Aside from regular team gatherings, there is always a full fridge, fresh fruits, coffee and drinks are on us as well.",27Dec2021-11:44:07
job_6d5a453d699711b9,"Data Analyst (m/f/x)
- job post",objego GmbH,Essen,,"Being part of objego means you are part of something big: We at objego have the vision to give private landlords time for the important things in life through intelligent software.

As Data Analyst (m/f/x) you are a part of our diverse international team. Together with your ideas we will further develop objego and conquer the real estate market. In these endeavors, two strong investors accompany us and give us the space to make objego the best solution for landlords!

Join us in shaping the real estate industry of tomorrow. Are you in?

Tasks

Analysis of user flows and actions within our platform and derivation of recommendations for our product team
Promote data-driven decision making throughout the company by creating reportings, establishing processes and organizing workshops
Supporting initiatives for data integrity and normalization
Implement web tracking including tag management and pixel setup with Google Tag Manager, Mixpanel, and Google Analytics
Manage data sources, including creation, updates, and deletion
Specify improvements to the data warehouse and general data infrastructure
Consult the team on their data and reporting needs
Strong communicator to tell data stories and through that maximize impact of your results
Requirements

At least 2-3 years experience with data cleaning, processing, visualization and statistical analysis
Previous working experience in a similar fast paced environment like Software or Internet startup, ideally as a data analyst
Confident to visualize data in dashboards or documents
Familiarity with modern software development practices and tools
Experience in supporting your stakeholders with their use cases, including topics like derived metrics and troubleshooting any issue they might have
Ability to analyze existing tools and databases and provide software solution recommendations
Prior experience with Google Analytics, Google Data Studio and Mixpanel
Knowledge of SQL, Java, Python or R is a plus
Very good English skills
Benefits

Flexibility: Hybrid work model for more freedom
Diversity & Inclusion: More than just a buzzword
Culture: You are a co-creator of our corporate culture
Openness: first-name basis with everyone & no dress code
Teamwork: regular team events & hackathons
Choice: Latest hardware with operating system of your choice
Drinks & Snacks: While stocks last & of course free of charge",27Dec2021-11:44:12
job_f6db9b3bc335b2cb,"Data Analyst (m/f/d)
- job post",KW-Commerce GmbH,,,"The KW-Commerce Group is a Berlin headquartered, international E-Commerce company with subsidiaries in Hong Kong and China. Our product range includes about 23,000 items and spans from electronics accessories to home & living products. With down-to-earth commitment and strong team spirit more than 460+ employees continuously work towards long-term success of the company: building the leading global marketplace seller.

Your position
We’re looking for a self-starter who is passionate about using data to drive end-user experience and business decisions. As our Data Analyst (m/f/d) at KW-Commerce, you will partner with cross-functional stakeholders (Category Management, Logistics, Marketing, Finance teams) to drive the understanding, growth, and success of our business.
Key Responsibilities:
To turn data into valuable insights you will identify business-relevant metrics and KPIs to conduct data abstraction, cleansing, validation, and modeling.
To establish a modern, self-service oriented, and data-driven company culture you will create, maintain and share dynamic reports and dashboards as well as analyze and automate data by using Power BI.
To drive data-related initiatives you will run your own projects, develop and enhance our central data model and simplify complexity.
To drive the evolution of our cutting-edge data analytics platform you will find bottlenecks and standardize tool usage and workflows as well as leveraging technology.
To empower business users, you will coach and train them into a data-driven and analytical mindset.
This role will be based in Berlin, reporting to the Head of Data.


Your profile
You unite analytical thinking and a problem-solving attitude with high communication skills. If you enjoy taking ownership and have the following qualifications, we should talk.
You have successfully completed studies in Computer Science, Mathematics, Business Informatics, or similar analytical field.
You also have at least 2 years of relevant work experience in the field of Business Intelligence, Data Engineering, or Analytics.
You have advanced knowledge of Microsoft Excel, SQL, or MDX / DAX.
You speak fluently in English (C1 level), German is a plus.

Our offer
KW-Commerce is an e-commerce profitable grown-up that has been bootstrapped since the start. Our company operates with a clear vision: we are building the leading global marketplace seller. You will work with a great deal of personal responsibility in a young, award-winning company that promotes and demands participation and commitment.
Could it get any better? It can. What else to expect:
Remote friendly environment
Flexible and family-friendly working hours
Always supportive team
Modern workplace at our HQ in central Berlin with a great public transport connection
Regular and instant feedback as well as transparent corporate communication, allowing you to move forward quickly with your ideas
Various options for professional and personal growth & development, along with a membership at Urban Sports Club
Fresh fruit and free drinks
Employee discounts for our products
Company events on a regular basis (once Covid-19 restrictions are lifted)
You can find more information about us here: https://www.kw-commerce.de/en/teamlife-en/",27Dec2021-11:44:18
job_010579d18e946044,"Data Analyst (m/w/d)
- job post",nextbike GmbH,,"Vollzeit, Festanstellung","nextbike ist europäischer Bike-Sharing Marktführer. Wir teilen gern und mobilisieren so Millionen Menschen nachhaltig. Dabei haben wir uns kein kleineres Ziel als die Verkehrswende auf die Fahnen geschrieben. Ob Geschäftsführer, Entwickler*in, Projektmanager*in oder Servicemitarbeiter*in – uns alle vereint die Begeisterung täglich einer sinnstiftenden Arbeit nachzugehen. Wir haben weltweit in fast 300 Städten Bike-Sharing als elementaren Bestandteil urbaner Mobilität etabliert. Fertig sind wir noch lange nicht und deshalb brauchen wir so großartige Menschen wie dich.
DAS ERWARTET DICH
Du führst komplexe Datenanalysen und Datenselektion durch
Du visualisierst die bereitgestellten Daten mittels statistischer Auswertungen in Tableau
Du bist für die Weiterentwicklung von Reportprozessen verantwortlich
Du überführst bestehende Reports in ein neues Reporting/BI-Tool (Schwerpunkt: Finanzreporting)
Du wirkst bei der Datenintegration mit
DAS BRINGST DU MIT
Du hast ein abgeschlossenes Hochschulstudium der Mathematik, Statistik, Betriebswirtschaftslehre, Informatik oder einer angrenzenden Fachrichtung - oder eine vergleichbare Ausbildung
Du verfügst über mindestens 2 Jahre Berufserfahrung als Data Analyst
Du bist in der Erstellung ansprechender Visualisierungen und Präsentationen erfahren
Du hast Erfahrung in der Arbeit mit Tableau, QlikView/QlikSense oder anderen BI-Tools
Du verfügst über gute Kenntnisse in SQL
Du bist sicher im Umgang mit Microsoft Excel
Du hast eine ausgeprägte Kommunikations- und Sozialkompetenz
BENEFITS
Eine Arbeit, die deine Lebensqualität und die deiner Mitmenschen nachhaltig steigern kann
Flexible Arbeitsmodelle und -strukturen für kreative Freiräume
Einen festen Arbeitsplatz im Unternehmen sowie Arbeiten im FlexOffice mit entsprechender technischer Ausstattung, sofern die Tätigkeit dies zulässt
Betriebliches Gesundheitsmanagement
Eine ausgeprägte Teamkultur und flache Hierarchien
Internationales Netzwerk von Kolleg*innen
Kostenlose Nutzung der nextbike-Mieträder weltweit
SO GEHT ES WEITER
Wir freuen uns über deine aussagekräftigen Bewerbungsunterlagen inkl. Lebenslauf, Motivationsschreiben, deiner Gehaltsvorstellung und möglichem Startdatum.
Art der Stelle: Vollzeit, Festanstellung",27Dec2021-11:44:23
job_32b19087dcbee2b0,"Data Analyst Cylindertransport (m/w/d)
- job post",Westfalen AG,Münster,Vollzeit,"Zum nächstmöglichen Zeitpunkt zur Verstärkung unseres Teams gesucht
Westfalen AG | Münster | Deutschland | Vollzeit | Unbefristet
Was erwartet Sie?
Simulation von Art, Größe, Anzahl sowie die Standorte von Lieferfahrzeugen und Erstellung entsprechender Empfehlungen
Analysen und Visualisierung von Transportströmen
Gestaltung der Kundenversorgung anhand von datengetriebenen Entscheidungsgrundlagen
Monatliche Abrechnung unserer Spediteure
Kalkulation von Frachtsätzen/-preisen sowie deren Anpassung
Regelmäßiges Reporting sowie eigenverantwortliche Pflege der KPIs
Was macht uns neugierig auf Sie?
Abgeschlossenes Studium mit Schwerpunkt Logistik, Supply Chain Management oder Wirtschaftsinformatik oder
Alternativ Ausbildung zum Speditionskaufmann mit Fortbildung zum Verkehrsfachwirt.
Erste Berufserfahrung in der Logistik und ausgeprägtes Verständnis für logistische Abläufe
Kenntnisse im Umgang mit Datenbanken sowie Transportmanagementsystemen
Hohe analytische Fähigkeiten sowie überzeugende Präsentationsfähigkeiten
Selbstständige Arbeitsweise und ausgeprägte Teamorientierung
Worauf können Sie sich freuen?
Attraktives Entgelt | Festanstellung | flexible Arbeitszeiten | mobiles Arbeiten
30 Tage Urlaub | Betriebssport & Fitnessstudiorabatte | Betriebsrestaurant
Firmenabo Bus/Bahn | JobRad | Mitarbeiterparkplätze
Bezahlte Fortbildungen | Standort: lebenswerteste Stadt Münster
Wir sind gespannt, Sie kennenzulernen und freuen uns über Ihre aussagekräftige Bewerbung mit Angabe Ihrer Kündigungsfristen sowie Ihrer Gehaltsvorstellung.
Westfalen AG, Corinna Feldmann, Industrieweg 43, 48155 Münster
blog.westfalen.com, +49 251 695-312, www.westfalen.com
Art der Stelle: Vollzeit",27Dec2021-11:44:28
job_20bd8e3b2f3688c2,"Data Analyst (m/w/d)
- job post",HolidayCheck Group AG,81673 München•Vorübergehend im Homeoffice,"Vollzeit, Festanstellung","Werde Teil unseres Teams an einem unserer Standorte: München (DE), Bottighofen (CH), Posen (PL) oder Warschau (PL):
Deine Aufgaben
*
Du bist Mitglied im Business-Intelligence & Controlling-Team und treibst das Thema Datenanalyse maßgeblich mit voran
Du bist ein zentraler Ansprechpartner bei allen Arten von Datenbedürfnissen. Dieses beinhaltet sowohl das Erstellen einfacher Exporte und Reports als auch die (Weiter-) Entwicklung kompletter BI-Dashboards vom Anbinden der Datenquellen bis hin zum Design der Oberfläche
Du hinterfragst selbstständig Datenströme in Unternehmen und kommst sowohl mit strukturierten als auch mit unstrukturierten Datenquellen als Datenbasis sehr gut zurecht
Du bist dazu in der Lage eigenständige Entscheidungen bei der Integration von Data Analytics Lösungen zu treffen
Du berätst interne Abteilungen sowie externe Partner in allgemeinen Fragen zur Datenanalyse, zum Datenverständnis sowie zur Datenmodellierung
Du entwickelst Datenmodelle, pflegst und dokumentierst diese entsprechend
Du stehst im kontinuierlichen Dialog mit Stakeholdern zur Ermittlung relevanter Anforderungen und berätst die Produktteams in Detailfragen
Dein Profil
*
Du verfügst über ein erfolgreich abgeschlossenes Studium (Uni/FH) in den Bereichen Informatik, BWL, Mathematik, Statistik oder Vergleichbares
Du hast eine mehrjährige Berufserfahrung im Bereich Datenanalyse & bringst Erfahrungen mit Tableau oder einem anderen BI-Tool mit
Du besitzt fortgeschrittene Kenntnisse in den Bereichen Datenvisualisierung, Datenmodellierung und Datenbankarchitektur
Du hast Hands–on Erfahrung mit AWS ODER Google Cloud Services gesammelt, idealerweise zertifiziert
Du hast sehr gute Kenntnisse in folgenden Programmiersprachen: Python, SQL
Du bringst hohe logisch-analytische & konzeptionelle Fähigkeiten mit
Teamfähigkeit, Kommunikationsstärke und Verhandlungssicherheit zählen zu Deinen Stärken
Du hast eine ausgeprägte Dienstleistungsmentalität
Gute Englischkenntnisse in Wort und Schrift bringst Du in unserem internationalen Umfeld mit ein
Über uns
Die HolidayCheck Group AG ist eines der führenden europäischen Digitalunternehmen für Urlauber. Wir vereinen unter unserem Dach das Hotelbewertungs- und Reisebuchungsportal HolidayCheck, den Reiseveranstalter HolidayCheck Reisen sowie die MietwagenCheck und Driveboo Mietwagenportale.
Gemeinsam haben wir die Vision, das urlauberfreundlichste Unternehmen der Welt zu werden. Das Herz unserer Unternehmenskultur sind unsere Werte, die wir im Arbeitsalltag leben und die ein Umfeld schaffen, in dem Du Dich kontinuierlich weiterentwickeln kannst.
Stehst Du auch hinter unseren Werten und bist bereit für die Reise mit HolidayCheck? Dann werde Teil unseres Teams!
Art der Stelle: Vollzeit, Festanstellung
Arbeitszeiten:
Montag bis Freitag
Leistungen:
Aktienoptionen
Betriebliche Weiterbildung
Betriebsarzt
Betriebsfeiern
Empfehlungsprogramm
Flexible Arbeitszeiten
Homeoffice
Kostenlose Getränke
Kostenloser Parkplatz
Kostenloses oder Vergünstigtes Essen
Mitarbeiter-Rabatt
Preisnachlässe auf Produkte/Dienstleistungen des Unternehmens
Sabbatical
Homeoffice:
Temporär, aufgrund von COVID-19",27Dec2021-11:44:34
job_c4dd179847b76630,"Business Data Analyst (w/m/d)
- job post",Lowell Group,,,"Summary
Du kontrollierst und präsentierst Projektfortschritte mit Hilfe von Monitoring. Dadurch ermittelst Du Optimierungspotenzial im Bereich Management Information & Business Intelligence. Die Planung und Betreuung von Projekten liegt Dir im Blut. Das Team ist die Schnittstelle zu den einzelnen Fachbereichen und Ansprechpartner für das Management und den verschiedenen Stakeholdern.
Wir Suchen:
Zur Verstärkung unseres Business Intelligence-Teams in Essen suchen wir zum nächstmöglichen Zeitpunkt eineN Business Data Analyst (w/m/d) in Vollzeit.
Job Description
Das sind Deine Herausforderungen:
Aufnahme von Reportanfragen und Implementierung dieser Anforderung mittels BI-Tool
Automatisierung von manuellen Tätigkeiten
Analyse und Optimierung von internen Prozessen
Analyse von Portfolien und aufdecken von Potenzialen
Schnittstelle zu den Kollegen des Datawarehouse (Beauftragung neuer KPIs, Definition der KPIs, Abnahme der KPIs)
Projektarbeiten und Datenmodellierung
Das bringst Du mit:
Studium im Bereich (Wirtschafts-)Informatik oder Wirtschaftswissenschaft
Gute Datenbankkenntnisse, idealerweise mit SQL-Erfahrungen (Modellierung und Abfragen)
Grundlegend IT-Affinität und sehr gute Kenntnisse eines BI-Tools zur Visualisierung von Daten
Sehr gute MS-Office-Kenntnisse (insbesondere Excel)
Erfahrungen im Forderungsmanagement wünschenswert
Gute Englischkenntnisse
D as bieten wir Dir:
Weiterentwicklung
Wir bieten Dir spannende Herausforderungen sowie Spielraum für Deine Ideen. Fachspezifische sowie persönliche Weiterbildungen werden Dir dabei helfen, Dein Potenzial voll auszuschöpfen und gemeinsam mit Lowell zu wachsen.
Work-Life-Balance
Wir wissen um die Wichtigkeit, auf individuelle Wünsche und Lebenssituationen einzugehen, deswegen setzen wir auf flexibles und mobiles Arbeiten, damit Familie und Beruf vereinbar sind.
Und was bietet Lowell sonst so?
So einiges! Eine unbefristete Anstellung, ein kompetitives Vergütungspaket, Vermögenswirksame Leistungen sowie eine betriebliche Altersvorsorge sind bei uns inklusive. Darüber hinaus bieten wir Dir noch zahlreiche Vergünstigungen wie subventioniertes Mittagessen, bezuschusstes ÖPNV-Ticket, JobRad , frisches Obst und kostenfreie Getränke, sowie regelmäßige Gesundheitstage
Wir konnten Dich überzeugen?
Bei Lowell duzen wir einander – damit Du Dich schnell daran gewöhnst, fangen wir am besten direkt hier damit an. Ich heiße Sandra (Nober), bin Recruiterin und freue mich auf Deine Bewerbung über unser Karriereportal!
Art der Stelle: Vollzeit",27Dec2021-11:44:39
job_98ccc2de7c7046d0,"Business Analyst (M/F/D)
- job post",HRForecast GmbH,Bremen,Vollzeit,"Your duties:
Work in close collaboration with the Development team and Stakeholders to deliver qualitative product increments, including requirements elaboration, and ensure that functionality is developed and implemented prior to requirements
Responsible for defining requirements in partnership and collaboration with stakeholders
Collaboration closely with testers
Identify issues and actively work across the team to resolve them
Provide insights and actionable recommendations for improvement of existing functionality
Writing technical documentation, updating existing, in particular, but not limited by user guides, documenting data flows and processes, and audit when necessary
Determination of the scope of work of the development team and the formation of a backlog
Writing technical papers (user story, scope, vision, SRS, release notes, user guides, etc.).
Translate complex business ideas into clear technical requirements
Your profile:
2+ years in Product Management (as a product owner, business analyst, or product manager)
3+ years working with software products, HR experience a plus
Experience in managing a team backlog, breaking down requirements, writing user stories, and validating customer needs are met
Strong negotiation, organizational, management, analytical, and people skills
Hands-on experience with multiple cross-functional projects programs, and portfolios, designed to improve the effectiveness and efficiency
Experience with agile processes and tools, such as scrum, Kanban, and/or the Scaled Agile Framework (SAFe), Jira
Excellent written and verbal communication skills
We offer:
Opportunity to work on innovative projects in one of the fastest-growing tech start-ups in Germany
Opportunity to become a thought leader in your domain
A diverse range of tasks and a chance to take responsibility and the creative freedom to develop your ideas
Flexible working hours and home office / remote working possibility
Authentic team spirit featuring events like get-togethers, teambuilding workshops, or the yearly summer party
Computer games, PS4, VR, and board games
About us:
HRForecast is a Germany-based HR tech startup. We are based in Munich and Bremen (Germany), Kyiv (Ukraine) and Singapore. Working at HRForecast, it’s not just doing another job. You’ll have limitless opportunities to deliver your best results. Bring the passion to create, take ownership, and use logic and ability to execute. We look for natural self-starters who handle things from start to finish and who are eager to learn.
Apply now",27Dec2021-11:44:44
