0,1,2,3,4,5,6
sj_f245c8845aed38e3,"Data Analyst International Internal Auditing (m/w/d)
- job post",ALDI SÜD,,,"Filiale: Mülheim an der Ruhr, Mintarder Straße 36-40 | Beginn: nach Vereinbarung | Wöchentliche Arbeitszeit: Vollzeit
Eine effiziente und zukunftsorientierte Unternehmensführung verlangt eine nachhaltige Sicherung des Unternehmenserfolges. Das International Internal Auditing (IIA) ist ein wesentlicher Aufgabenträger dieser unternehmerischen Funktion und unterstützt die Unternehmensleitung durch umfangreiche, internationale Audits. Als Data Analyst International Internal Auditing (m/w/d) unterstützt Du durch die Bereitstellung und Analyse relevanter Daten bei der Prüfung und Kontrolle von Geschäftsprozessen. Werde Teil unseres international agierenden Expert:innenteams und steuere somit die Zukunft von ALDI SÜD.
FÜR MICH – DAS BIETET ALDI SÜD
Mobile Working und flexible Arbeitszeiten
Umfangreiche und individuelle Weiterbildung
Internationale Projekte
Eigenverantwortliches Arbeiten mit Gestaltungsmöglichkeiten
Corporate Benefits (z.B. Fahrradleasing)
Attraktives Gehalt zzgl. Urlaubs- und Weihnachtsgeld
FÜR UNS – DAS SIND IHRE AUFGABEN
Umfassende Unterstützung der Fachbereiche bei allen Anforderungen in Bezug auf angefragte Datenanalysen
Auswertung und Analyse von Datenbanken, Stammdaten und dahinterliegenden Prozessen
Technische Aufbereitung, Bereinigung und Modellierung von Daten sowie Entwicklung der Datenvisualisierung
Testmanagement in Bezug auf erstellte Datenanalysen
Dokumentation von Analyseergebnissen für die Fachbereiche
Kontinuierliche Weiterentwicklung des deskriptiven Datenanalyseportfolios
FÜR MORGEN – DAS BRINGEN SIE MIT, UM GEMEINSAM DIE ZUKUNFT ZU GESTALTEN
Abgeschlossenes Studium mit informationstechnischem, naturwissenschaftlichem Schwerpunkt oder Wirtschaftswissenschaften mit entsprechender Vertiefung
Erste Berufserfahrung als Business Analyst:in oder Data Analyst:in von Vorteil
Erfahrungen in der Verarbeitung von Daten und im Umgang mit SQL-Datenbanken
Expertise in der Anwendung von BI-Tools insbesondere Tableau
Analytisches Denkvermögen, technische Affinität sowie eine schnelle Auffassungsgabe
Begeisterungsfähigkeit für neue und vielfältige Themen
Sehr gute Deutsch- und Englischkenntnisse
Unabhängig von den Texten und Bildern in unseren Recruiting-Materialien betonen wir, dass bei ALDI SÜD alle Menschen gleichermaßen willkommen sind.",27Dec2021-11:20:41
sj_16cd04cfbfe41061,"Business Data Analyst m/f/d
- job post",Hapag-Lloyd AG,,,"Von Hamburg nach Sydney, von Durban nach Rio de Janeiro: Als eine weltweit führende Linienreederei transportieren wir jedes Jahr mehrere Millionen Container von und in alle Regionen der Welt. „Number one for quality“ ist unser Kundenversprechen und ein Merkmal, mit dem wir uns sichtbar von den Wettbewerbern abheben wollen. Begleiten Sie uns auf dieser Reise. Wir freuen uns auf Sie und sagen schon hoffentlich bald: Willkommen an Bord!
Wie wirkt sich wohl die Kirschsaison in Chile auf die Schiffskapazitäten im Pazifischen Ozean aus?
Was ist der schnellste Weg von Korea nach Ghana für pharmazeutische Produkte?
Bei Hapag-Lloyd sind genau solche Themen entscheidend für den Unternehmenserfolg. Um Kollegen und Kolleginnen rund um den Globus aufschlussreiche Antworten auf diese und ähnliche Fragestellungen zu geben, entwirft das Business Intelligence & Analytics Team die passenden Lösungen.
Bei uns arbeiten Sie in kleinen, funktionsübergreifenden Projektteams als wichtige Schnittstelle zu Fachbereichen wie z. B. Revenue Management, Network und Fleet Management.
Für unsere Zentrale in Hamburg suchen wir zum nächstmöglichen Zeitpunkt einen
Business Data Analyst (m/f/d) Ihre Aufgaben:

• In dieser Rolle übernehmen Sie das Design, die Entwicklung und Implementierung von Analytics Lösungen auf Basis aktueller Business Intelligence Technologien (ETL-, Daten- und Frontendmodellierung)
• Hierzu zählt insbesondere die Visualisierung von komplexen Daten in ansprechender, adressatengerechter und kreativer Form (z. B. Geovisualisierung)
• Als Mitglied von interdisziplinären Teams analysieren Sie Businessanforderungen, erarbeiten Ideen und Lösungskonzepte im Bereich Advanced Analytics (fachlich sowie technisch) und implementieren Lösungen
• Auch einzelfallbezogene Ad-hoc-Analysen für operative Fragestellungen auf Managementebene fallen in Ihren Aufgabenbereich
• Sie nehmen eine Schnittstellenfunktion für die Kommunikation zwischen unserem IT-Department und den Geschäftsbereichen ein und sind ein:e Koordinator:in innerhalb von Projektgruppen
• Neu gewonnene Erkenntnisse und Projektfortschritte bereiten Sie thematisch auf und präsentieren diese
• Auch im Rahmen der Mitarbeit bzw. Leitung von internationalen Projekten ist Ihr Know-how gefragt

Ihr Profil:

• Sie verfügen über ein abgeschlossenes Studium im Bereich (Wirtschafts-) Informatik, (Wirtschafts-) Ingenieurwesen, Betriebswirtschaftslehre oder über eine vergleichbare Qualifikation
• Darüber hinaus konnten Sie bereits mehrjährige Berufserfahrung im Bereich der Datenmodellierung und Systemanalyse mit (Schwerpunkt auf BI-Applikationen) sammeln
• Sie verfügen über eine analytische Denkweise und ein ausgeprägtes Interesse für die besonderen Anforderungen an Methodik, Architektur und Modellierung im Business Intelligence Bereich
• Sie sind erfahren in der Anwendung von QlikView, Qlik Sense oder Alteryx – Kenntnisse in der Web Entwicklung (z. B. HTML, CSS, JS) sind ein zusätzlicher Vorteil – ebenso wie erste Erfahrungen in Cloud- & Big Data Technologien (z. B. AWS)
• Ein hohes Maß an interkultureller Kompetenz und eine ausgeprägte Team- und Kontaktfähigkeit helfen Ihnen bei der täglichen Arbeit mit internationalen Kollegen und Kolleginnen
• Wir arbeiten in internationalen Teams, deswegen sind sichere Englischkenntnisse in Wort und Schrift Voraussetzung

Wir bieten:

• Einen optimal gelegenen Arbeitsort im Herzen Hamburgs
• Zuschuss zum HVV-Ticket
• Täglicher Zuschuss für unser Betriebsrestaurant
• Vermögenswirksame Leistungen
• Betriebliche Altersvorsorge
• Vielfältige Gesundheits- und Betriebssportprogramme (z.B. Yoga, Segeln, Fitnesskurse, und vieles mehr)

Kontakt:
Bitte senden Sie uns Ihre aussagekräftigen Bewerbungsunterlagen (inkl. Anschreiben, Lebenslauf und relevanter Zeugnisse) zu. Nutzen Sie dafür bitte unser Online Tool.

Online Bewerben
Hapag-Lloyd AG
Talent Acquisition & Employer Branding • Frau Kristin Peters
Ballindamm 25 • 20095 Hamburg
Tel.: 040 - 30012647
www.hapag-lloyd.com

Volltext: Business Data Analyst (m/f/d)

Land: Deutschland

Ort: Hamburg

Berufsgruppe: Berufserfahrener /-einsteiger

Bereich: Others",27Dec2021-11:20:46
sj_bcde9fdfa3f2a5e3,"Data Analyst Workforcemanagement (m/w/d)
- job post",AC Süppmayer GmbH,Deutschland•Homeoffice,"Vollzeit, Festanstellung","Das sind Deine Aufgaben:
Überwachung und Optimierung der dienstleisterübergreifenden Personaleinsatzplanung / Workforcemanagement auf Tages-, Wochen- und Monatsbasis im Callcenter Umfeld
Sicherstellung der optimalen Auslastung / Produktivität und Erreichbarkeit der Dienstleister
Erstellung von Prognosen zum Kontaktvolumen / Forecasting
Enge Zusammenarbeit mit dem Workforcemanagement der Dienstleister und dem Auftraggeber
Pflege und Weiterentwicklung der Workforcemanagement-Tools
Mitgestaltung von neuen Konzepten für Work-at-Home, Split-Shifts, Schichttausch-Portalen, etc.
Koordinierung von IT-Störungsmeldungen im Ticketsystem des Auftraggeber
Das solltest Du mitbringen:
Hervorragendes analytisches Talent und die Fähigkeit mit großen Datenvolumen und Analysetools umzugehen (z.B. Excel, BI Lösungen)
Mehrjährige Berufserfahrung als Data Analyst
Idealerweise Kenntnisse und Erfahrungen im Bereich Customer Service / Workforcemanagement
Exzellente MS Office (Excel, Power-Point, Word) und Präsentationskenntnisse
Sehr gute mündliche und schriftliche Ausdrucksfähigkeit
Kenntnisse in Prozessmanagement von Vorteil
Selbstständige und lösungsorientierte Arbeitsweise
Strukturierte Arbeitsweise und Zuverlässigkeit
Teamfähigkeit
Verhandlungssichere Kenntnisse der Deutschen und Englischen Sprache in Wort und Schrift
Erfahrung in der Standardisierung/Optimierung von Prozessen
Kommunikationsstark und dabei eine gewinnende Art
Das bieten wir Dir:
25 jähriges Startup in 2. Generation
Ein junges Team
Spannende Herausforderungen in einem Deutschlandweit einzigartigem Unternehmen
Du darfst Gewaltiges bewegen
Du bestimmst Deinen Arbeitsort und Deine Arbeitszeit
Junge und nette Chefs (soll ich reinschreiben : ))
Eine umfassende Einarbeitung
Art der Stelle: Vollzeit, Festanstellung
Arbeitszeiten:
Montag bis Freitag
Leistungen:
Betriebliche Weiterbildung
Betriebsfeiern
Flexible Arbeitszeiten
Homeoffice
Kostenlose Getränke
Mitarbeiter-Rabatt
Preisnachlässe auf Produkte/Dienstleistungen des Unternehmens
Homeoffice:
Ja",27Dec2021-11:20:52
sj_e3d71172d6dda4ab,"Data Analyst (m/w/d)
- job post",Medical Hair Company GmbH,,,"Innovativ, dynamisch, kreativ - das sind wir!
Bei der Medical Hair Company dreht sich alles um Kommunikation und Marketing. Wir planen, koordinieren und analysieren Marketingkampagnen, entwickeln Werbekonzepte und Content-Strategien, produzieren Inhalte und steuern Social-Media-Aktivitäten rund um das Thema Medizintourismus speziell auf dem Gebiet der Haartransplantation. Komm in unser Team und schreibe mit uns die Geschichte unseres Unternehmens!
Für den Ausbau unseres Teams sind wir stetig auf der Suche nach talentierten Mitarbeitern und geben ihnen die Autonomie und Verantwortung, die sie brauchen, um ihr Potential vollständig zu entwickeln.
Dein Talent
Du bist hochqualifiziert, motiviert und sachkundig in Google Analytics
Du besitzt Expertenwissen im Bereich Web Analytics (Strategie, Anforderungen, Implementierung, Validierung, Berichterstattung), insbesondere mit Google Analytics.
Die Fähigkeit, klar und effektiv mit technischen und nicht-technischen Teammitgliedern zu kommunizieren, ist ein Muss und fordert dein Entwicklungswillen
SEM / SEO ist ebenfalls eine Notwendigkeit, in welches du dich entfalten magst
Das hebt dich von den anderen ab
Erfassen von Webanalysedaten mit Google Analytics ist eine Leichtigkeit für dich
Du erstellst detaillierte und aufschlussreiche Berichte, um wichtige Kennzahlen und Ergebnisse zu vermitteln
Du Erstellst und optimierst A/B- oder multivariate Tests zur Verbesserung der Nutzererfahrung und Konversion
Mit der Dokumentierung von Marketingstrategien und -prozesse trägst du anhand deiner Empfehlungen zur Verbesserung bei
Du analysierst Kampagnendaten und passt die Strategien an, um eine maximale Investitionsrendite zu erzielen.
Das bieten wir Dir
Verantwortungsvolle Position, die dir eine persönliche und fachliche Weiterentwicklung ermöglicht
Ein attraktiver Arbeitsplatz direkt am Kudamm in Charlottenburg
Eine attraktive Vergütung
Duz-Kultur vom Geschäftsführer bis zum Praktikanten
Übernahme der Fitnesskosten und einen Zuschuss zu Fahrtkosten
Mehrere Teamevents- und Reisen
Wöchentlicher Firmenlunch und hausinterner Friseur
Einen Pausenraum mit zum Entspannen mit Netflix und Brettspiele
Art der Stelle: Vollzeit
Gehalt: 3.000,00€ - 4.000,00€ pro Monat
Berufserfahrung:
Google Analytics: 1 Jahr (Wünschenswert)
Sprache:
Deutsch mind. C1 (Wünschenswert)",27Dec2021-11:20:57
job_119dfca81ff25def,"Freelance Data Analysis Mentors/Tutors (f/m/d) (Remote)
- job post",CareerFoundry GmbH,,Freie Mitarbeit,"Freelance Data Analysis Mentors/Tutors (f/m/d) (Remote)
Job description
We created CareerFoundry to help others build their careers while maintaining personal freedom and flexibility. Our 100% online, flexible, mentor/tutor driven courses are setting the standard for globally accessible technical education. Through our online programs, expert tutors and mentors bring students from complete beginners to junior data analysts in 6 months.

We are searching for experienced and passionate Junior and Senior Data Analysts to join our pool of experts. Help define the next generation of talent by educating and empowering students across the globe while working remotely and around your own schedule!

Your Mission:
Mentoring with CareerFoundry is more than teaching. It’s inspiring newcomers to the field to build, to problem solve, to think like an analyst, and to increase their value as professionals.

**Based on your application and experience, we will make a decision on whether the Tutor or Mentor role is the perfect fit for you.

Mentor role:
Students need more than help and experience to master the necessary skills, they need inspiration and motivation to keep them focused along the way. You're their point of entry into a new industry, so they’ll want to hear about challenges you have overcome and what the role is really like on a day-to-day basis.
Tasks:
Reviewing your students’ work through the CareerFoundry platform on a regular basis with a view on how it would fit into an industry-ready portfolio.
Be available for 1-to-1 video calls to help prepare your students entry into their new industry.
Suggesting supplemental learning materials and personal insights in areas where students are struggling.
Teaming up with a tutor to answer more advanced queries or for a higher level of troubleshooting.
Responding to students within < 48 hours.
Tutor role:
Tutors give vital feedback on assignments through written reviews guided by our course curriculum and rubrics. When students are struggling with understanding a key area, tutors are there to support and encourage them, sharing resources and providing insights into the industry.
Tasks:
Regularly reviewing student exercises submitted through the CareerFoundry platform.
Submission reviews and checking for a fundamental understanding of concepts.
Suggesting supplemental learning materials and personal insights in areas where students are struggling.
Working with a mentor who will advise the student specifically on career-related topics and support you as a tutor.
Responding to students within < 24 hours.
Job requirements
**We are currently prioritizing applicants based in Northern America & adjacent timezones**
Requirements
To succeed, you must enjoy sharing your knowledge and be willing to work with students from beginner level onwards.

Mentor role:
5+ years experience in the field, and a demonstrable track record showcasing your work for a variety of clients and companies.
A portfolio demonstrating your skill and examples of professional projects. Professional references may be required.
Previous experience in mentorship or tutoring is preferred. You must demonstrate an understanding of how to support beginners, have time and patience and a strong desire to guide people along their career path in this field.
Knowledge of the latest development tools and trends, a broad network of experts in the field and an in-depth understanding of industry practices.
Fluent in English.
Tutor role:
2+ years experience in the field working as a Data Analyst.
A great portfolio.
In depth knowledge of industry best practices.
A strong desire to help others.
Fluent in English.
For both roles a knowledge of the following is required:
Data Processing and Querying
SQL
Excel
Python (and pandas library)
Relational databases
Data Visualization and Reporting
End-to-end analysis
Tableau
Presenting data
Data visualizations and data dashboards
Power Bi (data viz tool)
Storytelling
Statistical Analysis
Business
Understanding and formulating business metrics/KPIs
Understanding how data relates to product requirements
Designing and scoping research projects and experiments
Ethics in data analysis

What’s in it for you:
100% Remote and flexible - work from anywhere with an internet connection, and around your schedule.
A freelance contract with a competitive rate.
Shape the industry by developing the next generation of data analysts.
Resume gold – mentoring experience is highly sought after by employers.
CareerFoundry is an equal opportunity employer. It is our commitment that every qualified person will be evaluated according to skills regardless of age, gender identity, ethnicity, sexual orientation, disability status, or religion. We encourage in particular BiPoC, Migrants, people from under-represented communities, people who identify as queer, trans and/ or intersex, people with chronic illnesses, and people with disabilities to apply!

For inquiries please contact the team at talent.instructors@careerfoundry.com

We're looking forward to hearing from you!

Last updated 06 July 2021

Apply for this job
Apply for this job Apply with Indeed
Share this job opening
Linkedin
Facebook
Twitter",27Dec2021-11:21:02
sj_609fe2fa33dc586e,"Financial Analyst (m/f/d) - Home Office
- job post",Lingoda GmbH,,,"Speak our language!
We are Lingoda. Our mission is to empower even the busiest people to master English, German, French, and Spanish and unlock their potential - anytime, anywhere.
Lingoda is the #1 trusted online language school and the largest in Europe. We offer flexible, high-quality classes, live, online 24/7, taught by native-speaking teachers all around the world. In May 2021, PCMag selected us as an “Editor’s Choice pick” based on our highly acclaimed and popular classes.
We challenge ourselves, and we challenge others. We work smart and make it happen. We bring together the best of people and have a positive company culture. We believe in personal growth and inclusion. And we live by it. We also offer our employees unlimited access to private and group classes!
We are currently looking for a Financial Analyst (f/m/d) based in Berlin or working remotely.
Your mission with us:
You strategically support our growth by applying top-notch financial modelling skills to the timely and relevant company and industry data and communicating your findings to management.
Your tasks:
Assisting in the preparation of monthly business performance reporting, incorporating financial and non-financial metrics to communicate insights to financial and non-financial stakeholders, investors, Regional Managers, Budget owners and C-Suite
Building complex financial models in Excel or Google Sheets based on historical information and other available operating metrics is a walk in the park for you
Thriving when you analyze and identify the data required to support model tracking
Preparing and assisting in the monthly investor reports sounds as good to you as to prepare and provide the Board meeting presentations and analyses
Understanding and analyzing related trends (P&L, Balance Sheet, Cash-flow and non-financial KPIs)
Displaying the results of modelling activities cogently in presentations
Collaborating with colleagues on various cross-functional projects to drive best practices and efficiency improvements
Contributing to various ad-hoc projects which contribute to building a top-class finance function that aims to be the crucial strategic partner to the business, involved in and influencing future investors
You bring to Lingoda:
A Degree in Finance, Economics, or Business Administration with an outstanding academic record
3-5 years of financial modeling experience showcasing strong quantitative and technical skills (MS Office, VBA is a plus)
Proven analytical and presentation skills are crucial
Previous work experience is in the areas of management consulting, venture capital or investment banking? That’s a bonus!
Strong communications, multi-tasking, and time management skills
Excellent English language skills. If you speak German it is a plus
What you add to our culture:
Your smart character
Your analytical skills
Your structural thinking and willingness to learn which is unbeatable
Your attention to detail & your problem-solving ability
What you can expect from Lingoda:
Approachable leaders and transparent communication - every voice counts at Lingoda!
Company events and colleagues who are always happy to socialise
A great team spirit and passion for languages
A well-structured and exciting onboarding process
The possibility to work remotely from your home or...
… in the office located in the heart of Berlin
Free access to our language classes
The modern hardware necessary for your work
Flexible working hours
Does that sound exciting? Then, send us your CV right away!
We are looking forward to hearing from you!
Your contact person for the position is Maria, and feel free to reach out to her on +4930 16639 436.
It is our commitment that every applicant will be evaluated according to their skills regardless of age, gender identity, ethnicity, sexual orientation, disability status, or religion.
Job Types: Contract, Permanent
Work Remotely:
Yes",27Dec2021-11:21:08
job_05d98fabc6abe289,"Data Analyst (m/w/d)
- job post",Hanseatic-Statistics,Berlin-Mitte•Homeoffice,26 € pro Stunde,"+++ Hi, please note that the german language is necessary for this position ( >=C1) +++
Hi,
wir suchen Verstärkung für unser Team, bestehend aus 18 Data AnalystInnen und DozentInnen für Statistik und Statistikanalyse Software.
Wie deine Arbeit aussieht:
Projektbezogene Datenanalyse und Coaching für empirische Abschlussarbeiten (Haus-, Bachelor-, Master, Promotions- und andere wissenschaftliche Arbeiten)
Durchführung von Datenanalyse oder Coaching
Beratung in allen Fragen der Statistik
Projektabhängige Nachhilfe für empirisches Arbeiten
Hilfe bezüglich Ergebnisformulierung statistischer inhalte
Was wir dir bieten:
Ausschließlich Homeoffice
Eigene Projektgestaltung und Zeiteinteilung
26€/h Honorar (+10% am WE)
Freie Mitarbeit (du bestimmst, ob du Projekte annimmst)
Was du unbedingt mitbringen solltest:
SPSS | R | STATA
Zudem solltest du fließend Deutsch sprechen können
Ein hohes Maß an sozialer Kompetenz
Motivation und Interesse im Vermitteln von Lerninhalten
Ein abgeschlossenes naturwissenschaftliches Studium (B.Sc. | M.Sc) in den Fächern in den Bereichen Statistik | Data Science | Psycholgie (alle Bereiche) | BWL | VWL | Wirtschaftswissenschaft | Ökonometrie | Politikwissenschaft | Biotechnologie | International Business | Mathematik
Zudem gerne (optional):
STATA | SAS | Jamovi | PSPP | MatLab | Python | SQL | JASP
Über uns
hier kannst du dir einen umfassenden Überblick über unsere Arbeit machen.
www.hanseatic-statistics.de
Schreib uns gerne an, falls du Fragen hast.
Beste Grüße
Art der Stelle: Teilzeit, Freie Mitarbeit
Gehalt: 26,00€ pro Stunde
Arbeitszeiten:
Wochenendarbeit möglich
Leistungen:
Homeoffice
Sonderzahlung:
Zusatzzahlungen
Berufserfahrung:
R | SPSS | STATA: 3 Jahre (Erforderlich)
Sprache:
Deutsch (Erforderlich)
Homeoffice:
Ja",27Dec2021-11:21:13
sj_407b9e2a1932adf7,"Data Analyst (m/w/d)
- job post",AOK-Bundesverband,10178 Berlin,"Vollzeit, Festanstellung","Vielfältige Aufgaben erwarten Sie
Konzeptionierung und Realisierung von Datenauswertungen und Analysen, auch mit externen wissenschaftlichen Kooperationsbeteiligten
Datenauswertung einschließlich Entwicklung von Analyseverfahr en zu aktuellen Themen des Arzneimittelmarkts
Design und Realisierung von Datenbankstrukturen
Organisation von Datenflüssen und -sicherungen
Neu- und Weiterentwicklung statistischer Verfahren im Forschungsbereich
Programmierung sowie konzeptionelle Weiterentwicklung einer institutsinternen Software zur Unterstützung der Arzneimittelklassifikati on und zur Analyse von Arzneimittelverordnungsdaten (Backend und Benutzeroberflächen)
Das bringen Sie mit
Hochschulabschluss in Informatik oder vergleichbare Qualifikation
Erfahrung in der Konzeptionierung und Durchführung empirischer Analysen
Sicherer Umgang mit relationalen Datenbanksystemen (z. B. Oracle) einschließlich sehr guter Kenntnisse in SQL
Erfahrung mit Skriptsprachen (z. B. PL/SQL, Python, Perl) sowie idealerweise R und Oracle Forms
Gute analytische, konzeptionelle und kommunikati ve Fähigkeiten
Freude an der Arbeit im interdisziplinären Team
Das sind Ihre Vorteile
Sinn und verantwortungsvolle Aufgaben, mit denen Sie sich gut identifizieren können
Großer Gestaltungsfreiraum in Ihrer täglichen Arbeit
Vielfältige Chancen Beruf, Familie und Privatleben zu vereinbaren
Ihre Bewerbung
Wir freuen uns auf Ihre Bewerbung bis zum 12. Januar 2022 über unser Online-Bewerbungsformular. Bitte haben Sie Verständnis, dass wir aus Datenschutzgründen nur Bewerbungen über unser Online-Formular annehmen können.
Jetzt bewerben!
Die Stelle ist für schwerbehinderte Menschen geeignet.
Kontakt
Fragen zum Aufgabenbereich
Fragen zum Bewerbungsprozess
Dr. Carsten Telschow
Telefon (030) 346 46-21 11
Personalabteilung
Telefon (030) 346 46-28 82",27Dec2021-11:21:18
job_b8d5a722f75ef8c6,"(Junior) Research Data (Insights) Analyst (m/w/d)
- job post",annalect,,,"Dein Job [#917778]
Du zapfst frei zugängliche Datenquellen an und ziehst uns Insights für die Fragestellungen unserer Kunden daraus.
Du nutzt dafür Schnittstellen, um automatisiert Daten zu beschaffen.
Du steigst tiefer in die Daten ein, bereitest sie auf und bringst sie in Form von Berichten, PowerPoint-Präsentationen und Worddokumenten auf den Punkt.
Dir fällt noch mehr ein? Perfekt!
Darum du
Du hast ein abgeschlossenes Studium mit Schwerpunkt empirische Sozial-/Marktforschung (Sozial-/Kulturwissenschaften) oder BWL mit Schwerpunkt Marketing/Kommunikation/ Wirtschaftsinformatik.
Du bist vertraut mit Datenquellen im Bereich Social Media.
Du bringst technische Erfahrung im Umgang mit Schnittstellen mit (API).
Du verfügst über sehr gute Deutschkenntnisse (C1-Level) sowie gute Englischkenntnisse.
Du bist kommunikativ und teamfähig - genau wie wir.
Darum wir
Bei uns zählst du mit deinen Ideen – von Anfang an! Wir wollen, dass du stets besser wirst, als du gestern warst: Deshalb bieten wir dir viele Weiterbildungsmöglichkeiten und spannende Aufstiegschancen.
Dank Duz-Kultur und flachen Hierarchien findest du dich bei uns in einem angenehmen, wertschätzenden Betriebsklima wieder. Unseren Teamspirit erlebst du nicht nur im Arbeitsalltag, sondern auch bei Mitarbeiterevents und beim Agentursport hautnah. Darüber hinaus gehören Vergünstigungen in umliegenden Geschäften, für Tickets oder Sportangebote sowie für den öffentlichen Nahverkehr zu unseren Benefits.",27Dec2021-11:21:23
job_9759ab37c9f21087,"Technical Data Analyst
- job post",INRIX,,Vollzeit,"Engineering | Siegburg
INRIX is making a positive impact in the world as the fastest growing traffic intelligence platform in the world delivering smart data and analytics to solve transportation issues worldwide. INRIX is leading efforts to leverage big data to make transport safer, more economical and greener. We are passionate about using data to examine the quality of our product and to continually improve on it. We are seeking a Quality Analyst to join our engineering team. This role will be a focused on both internal processes and external output.
The ideal candidate is passionate about working with and analysing safety to drive insights and enhanced customer experience with data-driven decisions. Technical aptitude and analytical skills are of high value in this role. The role requires testing and iteratively improving on system output with the primary goal of providing a world class customer experience.
The role is based at our Siegburg office, which operates a flexible hybrid home office / in-office working model.
Core Responsibilities:
Manage traffic incident and road closure data sources and accuracy across Europe
Assess and articulate the quality of INRIX and partners’ traffic data
Build a holistic understanding of our product features; assist in quality research and product validation.
Develop powerful visualizations on customer behaviour and usage.
Participate in support ticket research and root cause analysis projects designed to improve customer experience.
Analyse and validate data using statistical tools to answer product and business questions.
Refine, improve and centralize team capabilities.
Articulate vision, requirements & benefits, providing a solid technical rationale based on data findings
The ideal candidate should be:
Self-directed, passionate about data, and focused on delivering the right results.
Able to apply technical acumen and a breadth of tools, data sources and analytical techniques to answer a wide range of high-impact questions and present the insights in a concise and effective manner.
An effective communicator capable of independently driving issues to resolution and communicating insights to both technical and non-technical audiences.
Self-motivated, agile and driven to think out-of-the-box; creative.
Key Competencies, Qualifications:
Ability to understand, translate and map business and product questions into analysis projects.
Experience in database technology and familiarity with SQL preferred
GIS / computer mapping technology experience will be helpful
Knowledge of common analytics software packages would be helpful.
QA automation experience would be useful
Excellent collaborative and consultative skills.
Job Type: Full-time",27Dec2021-11:21:29
