0,1,2,3,4,5,6
job_5d4e2644f54306e6,"Complaints Reporting Analyst
- job post",N26,,,"About the opportunity
We are seeking a highly motivated and ambitious person to support our Complaint Management & Prevention (CMP) department based in Berlin to be responsible for the internal and external regulatory reporting by analysing the complaint data.
You will have the unique opportunity to make an impact at N26 by working with stakeholders across multiple departments and functions by setting-up reporting of root-causes or launch of new products by reporting on KPIs and costs metrics.
Furthermore, you will be responsible for the preparation, execution and assurance of a flawless reporting process and be the contact person of the complaint reporting matters within N26.
You will deliver impactful insights for our internal stakeholders, teams and the broader organization as well as the external regulatory bodies.
In this role, you will:
Responsible for complaints and related regulatory reports of N26 Bank and Group.
Build strong relationships to the upstream reporting function and data delivering teams.
Take care of the automation of processes.
Have ownership and accountability over numbers, reports and associated cost by taking an active role in collaboration with Data and Operational Intelligence in data analysis and interpretation.
Perform business analysis for the continuous optimization of operations and support data-driven decision making.
Create and improve specific management reports, as well as further enhance reporting methodology.
Propose measurable OKRs, define and ensure the tracking of KPIs for evaluating the improvement initiatives' effectiveness and the performance of the operational processes of the teams.
Drive the continuous improvement of reporting, performance and cost by actively looking for opportunities and ways to improve.
Supporting root cause and risk analysis by reviewing available data.
What you'll need to be successful
Background:
You speak fluent English, knowledge of German/French/Spanish/Italian is a plus.
At least a Bachelor degree in Business Analytics/ Statistics/ Economics/ Business Administration or a related field.
2+ years of experience in a similar role, ideally in banking, financial services or in a regulatory environment.
Skills:
Outstanding analytical skills.
Deep understanding of SQL for analytics, proven experience with Python or R as a data analytics and scripting language including advanced level in Excel or Google Sheets.
Hands-on experience with Google Data Studio or similar reporting tool.
High attention to detail and experience in using structured approaches to problem solving with tight deadlines.
Strong investigation competences, ideally combined with process optimization expertise.
Flexible and able to work with changing priorities.
""Can-do"" and ""Hands-on"" mentality and a focus on achieving goals.
Traits:
Passion for data and complex problem-solving.
Actively help yourself (and others) be successful.
Continuously challenge the status quo.
Strong bias for action.
What's in it for you:
Accelerate your career growth by joining one of Europe's most talked about disruptors, and a LinkedIn Germany Top Startup Employer three years running
Personal development budget, discounted public transit pass, German language classes, fitness memberships, childcare services, N26 premium bank card, employee loans, and your choice of a Mac or Windows laptop
26 vacation days per year, with an additional day for each year of service - up to 30 days
A high degree of collaboration and autonomy while working with a group of diverse peers, and access to cutting edge technologies
A relocation package with visa support for those who need it
Who we are
N26 has reimagined banking for today's digital world. Technology and design empower everything we do and it's how we are building the global banking platform the world loves to use.
We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the work that we do.
Founded in 2013, N26 now has 7 million customers in 25 markets. Our talented team works across 8 global offices in Berlin, Barcelona, Madrid, Milan, Paris, Vienna, New York and São Paulo.

Sound good? Apply now for this position.
N26 is an equal opportunity employer and values diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.",27Dec2021-11:53:04
job_ceebd9a34d0537f4,"Commercial Incentives & Reporting Analyst (all genders) (Full-/Part-time)
- job post",Merck KGaA Darmstadt Germany,,,"A career at our company is an ongoing journey of discovery: our 58,000 people are shaping how the world lives, works and plays through next generation advancements in Healthcare, Life Science and Electronics. For more than 350 years and across the world we have passionately pursued our curiosity to find novel and vibrant ways of enhancing the lives of others.

Your role: You would join the TMIC (Territory Management and Incentive Calculation) and Reporting team which is part of the EMEA Sales Enablement Organization within the Life Science Research Solutions division.You will be responsible for all related Business Partnering activities for the EMEA Sales Leadership, whilst also working closely with our partners in HR, Finance, Payroll, and Process Excellence.As you'll working with highly sensitive data, accuracy, reliability and secrecy are prerequisites for this position. Main responsibilities: acting as Business Partner for our EMEA Sales Leadership managing projects and operational tasks across all sales territory and commission related topics; this role will be focused on our three pillars that are Territory Management, Incentive Calculation and Reporting; territory Management tasks go through the design and analysis of each EMEA territory as also the definition of the product scope; incentive Calculation starts with the annual target setting and go ahead with the quarterly incentive calculations, including but not exclusively payment approvals, accruals and communication of payment; all the Reporting activities are focused on supporting EMEA Sales Organization to effectively steer their business, tracking performance, reviewing and collecting requirements and feedbacks to continuously improve our reporting solutions.

Who you are:


Bachelors degree in Business, Accounting, Finance, Data Analytics or related field (Experience in the life science, pharmaceutical or biotech industry preferred)
3+ years experience in Finance or the Sales Incentive Compensation process, familiar with sales and marketing operations(previous experience in sales is a real plus)
Advanced proficiency in Excel functions such as complex formulas, macros, Power Pivots
Proficient in MS Office, Tableau, Business Objects, SAP, CRM (salesforce.com)
Proficient working with extracting, formatting, validating and analyzing large data sets to ensure accurate sales crediting
Business acumen and supportive mindset, ability to thrive in a complex matrix environment
A sound knowledge of written and spoken English


What we offer: With us, there are always opportunities to break new ground. We empower you to fulfil your ambitions, and our diverse businesses offer various career moves to seek new horizons. We trust you with responsibility early on and support you to draw your own career map that is responsive to your aspirations and priorities in life. Join us and bring your curiosity to life!

Curious? Apply and find more information at https://jobs.vibrantm.com

Stellenanforderungsnummer: 224624

Standort: Darmstadt

Berufserfahrung: C - Professional (1-3 years)

Arbeitszeitmodell: Vollzeit

Careers during Covid-19
US employees must be fully vaccinated against COVID-19 prior to your start date unless an accommodation is granted by the Company. The Company uses the definition of ""fully vaccinated"" assigned by the Centers for Disease Control & Prevention for purposes of considering satisfaction of this requirement which is a condition of employment.

North America Disclosure
The Company is committed to accessibility in its workplaces, including during the job application process. Applicants who may require accommodation during the application process should speak with our Candidate Services team at 844-655-6466 from 8:00am to 5:30pm ET Monday through Friday. If you are a resident of a Connecticut or Colorado, you are eligible to receive additional information about the compensation and benefits, which we will provide upon request. You may contact 855 444 5678 from 8:00am to 5:30pm ET Monday through Friday, for assistance.

Jobsegment: Biotech, ERP, Pharmaceutical Sales, Pharmaceutical, SAP, Science, Technology, Sales

Jetzt bewerben »",27Dec2021-11:53:10
job_0a85e4c7cebf5654,"Data Analyst (w/m/d)
- job post",iVentureGroup,Hamburg,Festanstellung,"Hamburg
Berufserfahrung
IT
Die iVentureGroup GmbH ist ein etabliertes und international tätiges Tech-Unternehmen, das sich den Start-Up-Spirit bewahrt hat. Wir sind unter anderem spezialisiert auf die Entwicklung und Vermarktung von Community Plattformen im Online-Dating-Bereich. Wir haben stets den Erfolg unserer Anwendungen im Blick - deshalb arbeiten und agieren wir produktorientiert und durchweg datengetrieben.
Um unserer stetig wachsende Datenmenge Herr zu werden, sucht unser Data Team nun Zuwachs.
Das machst Du bei uns
In unserem Data Team hat man die Möglichkeit, sich seinen Tag offen zu gestalten und neben dem Tagesgeschäft auch eigenen Projekten nachzugehen. Dank unserer flachen Hierarchien ist man dabei nicht nur ein kleines Rädchen im großen Getriebe, sondern kann aktiv Ideen einbringen. Regelmäßige Meetings mit Entscheidungsträgern aus den anderen Abteilungen führen dazu, dass Analysen nicht im Sande verlaufen, sondern die datengetriebenen Handlungsempfehlungen umgesetzt werden.
Enge Zusammenarbeit mit den Fachabteilungen und der Geschäftsführung
Selektion und Auswertung der vielseitigen Unternehmensdaten sowie Zusammenfassung der Erkenntnisse zu betrieblich relevanten Handlungsempfehlungen
Betreuung von ETLs zur Datenaufbereitung sowie aktive Mitarbeit am Data Engineering
Konzeption und Entwicklung von aussagekräftigen (sowie automatisierten) Reportings
Erstellung und Anwendung von (prädiktiven) Modellen mit modernen statistischen Verfahren, sowohl zur Prognose als auch der Identifikation relevanter Variablen
Konzeption und Auswertung von (A/B) Tests
Das hast Du drauf
Abgeschlossenes Hochschulstudium der Betriebswirtschaft, Wirtschaftsinformatik/-Mathematik oder eines vergleichbaren Studiengangs mit statistischem Schwerpunkt
Mindestens 2+ Jahre Berufserfahrung in einer ähnlichen Rolle
Ausgeprägte analytische Fähigkeiten sowie eine hohe Affinität zum Internet/ E-Commerce
Erfahrungen mit Datenanalyse-Tools zur interaktiven Datenvisualisierung (z. B. Tableau)
Sehr gute Erfahrung mit relationalen Datenbanken (z. B. MySQL, PostgresSQL, Amazon Redshift)
Sehr gute Kenntnisse in der Datenbanksprache SQL
Sehr gute Kenntnisse in R oder einer alternativen Skriptsprache (z.B. Python)
Sehr gute Kenntnisse in Mathematik und in der Anwendung von statistischen Methoden und Werkzeugen
Ein hohes Maß an Eigeninitiative sowie das Interesse, eigene Ideen mit einzubringen und Themen lösungsorientiert voranzubringen zeichnen dich aus
Das erwartet Dich bei uns
Unsere 200 Mitarbeiter arbeiten in unseren Offices in Hamburg, Berlin, Kiel, Wien und Lautern oder derzeitig pandemiebedingt, meist weltweit aus dem Home Office.
Hier noch einige Punkte, auf die Du Dich bei uns freuen kannst. Wenn es Dir gefällt, dann melde Dich bei uns!
Flexible Arbeitszeiten
Unbefristetes Arbeitsverhältnis
Dein HVV-ProfiTicket wird von uns bezuschusst
Gute Verkehrsanbindung
Arbeitsplatzgestaltung genau nach Deinen Vorstellungen (Mac oder Windows; zwei oder mehr Monitore)
Agile Strukturen, flache Hierarchien und individuelle Weiterbildungsmöglichkeiten
Kostenlose Getränke und frisches Obst so viel Du magst
2x wöchentliches Sportangebot
Eine positive Work-Life-Balance
Regelmäßige Team-Events, Dachterrasse mit BBQ
Haben wir Dein Interesse geweckt?
Dann möchten wir Dich gerne kennenlernen und freuen uns auf Deine aussagekräftigen Bewerbungsunterlagen inkl. Verfügbarkeit und Deinem Gehaltswunsch. Klicke dazu einfach auf „Jetzt bewerben“, dort kannst Du direkt Deine Bewerbungsunterlagen hochladen.
Deine Ansprechpartnerinnen sind Mona und Nathalie.
iVentureGroup GmbH
Human Resources
Wendenstraße 21b
20097 Hamburg
Bei Fragen kannst Du uns auch gerne jederzeit eine E-Mail an jobs@iventuregroup.com schreiben.
Art der Stelle: Festanstellung",27Dec2021-11:53:15
job_8a2aceccce648460,"Data Scientist (m/w/divers)
- job post",Nestlé,,,"Produkte und Marken, die jeder kennt. Eine internationale Arbeitswelt, die begeistert. Eine Karriere, die Fahrt aufnimmt. In einem Weltkonzern mit beliebten Marken. Ist dies vielleicht die Stelle Ihres Lebens? Über 300.000 Mitarbeiter*innen engagieren sich weltweit für Marken wie KitKat, Wagner, Nescafé Dolce Gusto, BEBA, MAGGI oder Thomy. Werden Sie ein Teil davon. Mit Teamgeist, Weitblick und Vorausdenken. Mit dem Anspruch, die Zukunft der Ernährung zu gestalten.
Was sind die Eckdaten?
Ab sofort, in Vollzeit, unbefristet, für unsere Nestlé Deutschland Zentrale in Frankfurt am Main.
Wie sieht ein Tag bei uns aus?
Sie implementieren SAS Vorhersageanalyse-Lösungen zusammen mit verschiedenen Geschäftsbereichen.
Sie stellen qualitativ hochwertige statistische Prognosen zur Verfügung und erleichtern damit eine schnellere & effiziente Kunden Absatzplanung.
Sie gewährleisten die Genauigkeit und Stabilität der Prognosen mittels geeigneter statistischer Verfahren und Software Lösungen und sorgen für eine kontinuierliche Verbesserung von Zuverlässigkeit und Qualität der Prognosen.
Sie bieten Ad-hoc Unterstützung bei Prognose- und Analysefragestellungen mit dem Schwerpunkt auf Absatzentwicklung von Vermarktungsmechaniken.
Womit begeistern Sie uns?
Sie haben Ihr Studium der Mathematik / Statistik / Quantitative Methoden mit Erfolg abgeschlossen.
Sie bringen praktische Expertise als Data Analyst mit Erfahrung in statistischen Methoden (z.B. Predictive Analytics, Time Series, Data Mining) mit.
Sie sind vertraut mit SQL oder SAS 4GL Programmierung.
Erfahrung mit „R“ und / oder „Phyton“ sind von Vorteil.
Sie verfügen über ausgeprägte analytische Fähigkeiten.
Sie sind Teamfähig und bringen erste Erfahrungen im Projektmanagement mit.
Sehr gute mündliche/schriftliche Kenntnisse in Deutsch & Englisch runden Ihr Profil ab.
Gemeinsam nachhaltig wachsen.
Wir stellen sicher, dass Sie Ihr Berufs- und Privatleben nach eigenen Vorstellungen gestalten können: mit einer attraktiven betrieblichen Altersvorsorge, individuell auf Sie zugeschnittenen Weiterbildungsangeboten sowie weiteren betriebsinternen Benefits (wie u. a. einer Kita und einem Fitnessstudio).
Bereit für den nächsten Schritt?
Bewerben Sie sich bitte online. Ihre Ansprechpartnerin für diese Stelle ist Simone Noß.
Sie haben noch Fragen? Antworten auf die wichtigsten Bewerberfragen haben wir hier für Sie zusammengefasst.

Wir sind Nestlé, das größte Lebensmittel- und Getränkeunternehmen. Wir sind 308.000 Personen (m/w/divers), die von dem Ziel angetrieben werden, die Lebensqualität zu verbessern und zu einer gesünderen Zukunft beizutragen. Unsere Werte fußen auf Respekt: Respekt vor uns selbst, Respekt vor anderen, Respekt vor der Vielfalt und Respekt vor unserer Zukunft. Mit über 413 Fabriken in mehr als 85 Ländern verfügen wir über eine hohe Präsenz auf dem Lebensmittelmarkt. Wir glauben, dass unsere Mitarbeiter (m/w/divers) unser wichtigstes Kapital sind, und deshalb bieten wir Ihnen ein dynamisches, integratives internationales Arbeitsumfeld mit vielen Möglichkeiten über verschiedene Unternehmen, Funktionen und Regionen hinweg und arbeiten in diversen Teams mit vielfältigen Kulturen zusammen. Möchten Sie mehr erfahren? Besuchen Sie uns auf www.nestle.de.",27Dec2021-11:53:20
job_010579d18e946044,"Data Analyst (m/w/d)
- job post",nextbike GmbH,,"Vollzeit, Festanstellung","nextbike ist europäischer Bike-Sharing Marktführer. Wir teilen gern und mobilisieren so Millionen Menschen nachhaltig. Dabei haben wir uns kein kleineres Ziel als die Verkehrswende auf die Fahnen geschrieben. Ob Geschäftsführer, Entwickler*in, Projektmanager*in oder Servicemitarbeiter*in – uns alle vereint die Begeisterung täglich einer sinnstiftenden Arbeit nachzugehen. Wir haben weltweit in fast 300 Städten Bike-Sharing als elementaren Bestandteil urbaner Mobilität etabliert. Fertig sind wir noch lange nicht und deshalb brauchen wir so großartige Menschen wie dich.
DAS ERWARTET DICH
Du führst komplexe Datenanalysen und Datenselektion durch
Du visualisierst die bereitgestellten Daten mittels statistischer Auswertungen in Tableau
Du bist für die Weiterentwicklung von Reportprozessen verantwortlich
Du überführst bestehende Reports in ein neues Reporting/BI-Tool (Schwerpunkt: Finanzreporting)
Du wirkst bei der Datenintegration mit
DAS BRINGST DU MIT
Du hast ein abgeschlossenes Hochschulstudium der Mathematik, Statistik, Betriebswirtschaftslehre, Informatik oder einer angrenzenden Fachrichtung - oder eine vergleichbare Ausbildung
Du verfügst über mindestens 2 Jahre Berufserfahrung als Data Analyst
Du bist in der Erstellung ansprechender Visualisierungen und Präsentationen erfahren
Du hast Erfahrung in der Arbeit mit Tableau, QlikView/QlikSense oder anderen BI-Tools
Du verfügst über gute Kenntnisse in SQL
Du bist sicher im Umgang mit Microsoft Excel
Du hast eine ausgeprägte Kommunikations- und Sozialkompetenz
BENEFITS
Eine Arbeit, die deine Lebensqualität und die deiner Mitmenschen nachhaltig steigern kann
Flexible Arbeitsmodelle und -strukturen für kreative Freiräume
Einen festen Arbeitsplatz im Unternehmen sowie Arbeiten im FlexOffice mit entsprechender technischer Ausstattung, sofern die Tätigkeit dies zulässt
Betriebliches Gesundheitsmanagement
Eine ausgeprägte Teamkultur und flache Hierarchien
Internationales Netzwerk von Kolleg*innen
Kostenlose Nutzung der nextbike-Mieträder weltweit
SO GEHT ES WEITER
Wir freuen uns über deine aussagekräftigen Bewerbungsunterlagen inkl. Lebenslauf, Motivationsschreiben, deiner Gehaltsvorstellung und möglichem Startdatum.
Art der Stelle: Vollzeit, Festanstellung",27Dec2021-11:53:25
job_ca39eae5189292f1,"Data Analyst Monitoring & Operations | Payment (m/f/d)
- job post",ABOUT YOU SE & Co. KG,Hamburg,Vollzeit,"Job Description

Our Checkout team is responsible for the complete order lifecycle, from customers first placing items into their baskets to handling the refund of a returned item weeks later. Between these two points the team interacts with a multitude of internal and external players, spanning from an in-house CRM team to the external B2B order broker and multiple payment providers in a variety of countries.
Do you want to support our Checkout team maintaining oversight in complex systems and extensive sets of KPI´s? Contribute to one of the fastest-growing eCommerce infrastructures in Europe and become part of ABOUT YOU as a Data Analyst (m/f/d) )Monitoring & Operations.

What you will do
Analyse impact of reported issues & support in priorisation
Monitor reports / alerts for anomalies and escalate when necessary
Support in the manual recovery/adjustment of transactions
Support in the first level of identifying root causes for issues
Write tickets for the development team to address the issues
Maintain oversight in a complex system with an extensive set of KPIs and identify anomalies with business impact
Extend the monitoring system and generating ad-hoc reports to improve oversight
Communicate with stakeholders and external dependencies / service providers

Who you are
Experience of 2 - 3 years with Kibana, Grafana or similar applications
Working experience as Data Analyst or similar roles as well as in querying on MYSQL, MongoDB & Elasticsearch
Driven, self-managed & strong sense of ownership
Capable of multi-tasking & able to prioritise their own time according to business requirements
Capable of quickly understanding complex concepts and systems
Structured & analytically minded
Understanding of the challenges in transactional IT payment processes
Fluent spoken and written English skills

YOU ARE THE CORE OF ABOUT YOU.
We take responsibility for creating an inclusive and exceptional environment where all genders, nationalities and ethnicities feel welcomed and accepted exactly as they are. We believe that a diverse workforce essentially contributes to the ABOUT YOU culture. In order to maintain talent and diversity, we emphasize the care for physical health, mental health and overall well-being. Our values and work ethics essentially contribute to our brand mission: empower acceptance and shape an inclusive, fair and circular fashion culture.
We are looking forward to receiving your application – preferably via our online application portal! Thus, we can ensure a faster process and for you it is very easy to upload your application documents. :-)",27Dec2021-11:53:31
job_46e37038430cbf6c,"Data Analyst (m/f/d)
- job post",wajve,Berlin,,"With wajve, we want to become the most beloved financial brand in Europe and enable Gen Z to make excellent financial decisions in seconds. To achieve this, we have already raised more than €6 million from international investors such as EQT Ventures, 468 Capital, finleap as well as top-class business angels.

In order to realize our vision and continue to support our clients in their next financial challenges, we would like to expand our team with a Data Analyst.

Tasks

As our first Data Analyst it is your challenge to gather insights, develop new hypotheses and segmentation models to deepen our customer understanding.
Curate the experiences of our customers, from banking to great moments in life by providing them with the most valuable advice, hints and offers - at exactly the right time.
Merging all data sources and elevating our full stack data solution from Y42 to its full potential, while ensuring availability and easy comprehension of the data for the entire team.
Define how our teams measure success, by developing user and business metrics in close collaboration with all teams and other stakeholders.
Develop new data-driven business insights and work with cross-functional partners to identify opportunities and recommend prioritization of product, growth, and optimization initiatives.
Requirements

Experience working with Consumer Insights - Having previously worked with large chunks of consumer data and developing initial segments and data structures.
A passion for interesting and hard-to-find insights, telling compelling data stories and improving the life of our customers in as many aspects as possible.
Data Platform Experience - Have you worked with Y42 or any other Full-Stack Data platform in the past? It will definitely come in handy now!
A university degree in a highly technical, numerate subject (e.g. Mathematics, Physics, Engineering, or Economics).
Our cultural diversity spreads from Germany to Iran and we are looking for talent all over Europe so naturally fluent english is a must.
Benefits

Perfect timing with renowned investors to build something great

Outstanding mentors who will support you in your growth

Attractive salary and you even get a stake in the company

Extremely steep learning curve with own responsibility and intensive support

Learn to be pragmatic and make quick and sustainable decisions

⏱️ Flexible working hours, because we care about your outcome and not output

Very strong team cohesion with daily and weekly activities

Do you want to become part of our first-class team and empower young people to make excellent financial decisions even without prior knowledge? Then you absolutely have to send us your application immediately.

PS: And if you want to stand out in your application, just let us know in your cover letter what we can improve about our website, the product or even our job offers.

Notice:
We value equal opportunity. It means we do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, and we encourage all people equally to apply for jobs with us.

We celebrate diversity and are committed to creating an inclusive environment for all employees, as we believe diverse teams are more successful in the long term.",27Dec2021-11:53:36
job_1438f91eb93475c5,"Marketing-Data Analyst (m/w/d)
- job post",Möbelhof Parsberg GmbH,,,"Marketing-Data Analyst (m/w/d)
Die MH-Promotion GmbH ist die hausinterne Werbeagentur der Möbelhof-Unternehmensgruppe. Mit viel Spielraum für Kreativität sowie Leidenschaft für das Thema Einrichten, sorgen wir für einen spannenden Marketingmix und helfen dabei, Wohnträume zu erfüllen und Menschen glücklich zu machen.
Als Teil des Promotion-Teams bist Du für die Auswertung und Optimierung des digitalen Auftritts verantwortlich und erarbeitest Konzepte, um unsere Markenbekanntheit zu steigern.
Deine Aufgaben:
// Eigenverantwortliche Entwicklung und Optimierung von Marketing Analyse- und Trackingkonzepten
// Definition und Pflege der Marketing KPIs
// Erfolgsmessung crossmedialer Kampagnen und Ableitung von Handlungsempfehlungen
// Unterstützung beim Aufbau, der Messung und der kontinuierlichen Anpassung der gesamten Customer Journey
// Keyword-Analyse und -Optimierung
// Conversion-Rate Optimierung
// Enge Abstimmung mit dem Marketing-, CRM- und Verkaufsteam
// Zusammenarbeit mit externen Spezialisten
Dein Profil:
// Mehrjährige Erfahrung im Bereich Web- und Social-Media-Analyse
// Sehr gute Kenntnisse der einschlägigen Analysetools
// Abgeschlossene Ausbildung oder abgeschlossenes Studium mit einer analytischen Komponente
// Ein Plus sind SQL-Fähigkeiten für den Umgang mit großen Datenmengen, sowie Erfahrungen im analytischen CRM
Wir bieten Dir:
// Ein anspruchsvolles und abwechslungsreiches Aufgabengebiet mit viel Raum für Eigeninitiative und Verantwortung
// Eine krisensichere Anstellung in einem dynamischen Umfeld
// Flexible Arbeitszeiten und Homeoffice ermöglichen die einfache Vereinbarung von Privat und Arbeit
// Attraktives Gehalt
// Betriebliche Altersvorsorge

Herausfordernd, interessant und reich an Perspektiven - mit einer Tätigkeit in der Möbelhof-Unternehmensgruppe schaffst Du die Grundlage für ein erfolgreiches Berufsleben.
Weckt dieser Job Dein Interesse? Dann freuen wir uns auf Deine aussagekräftige Bewerbung inklusive Deiner Gehaltsvorstellung.

MH-Promotion GmbH
Bernd Wölfl",27Dec2021-11:53:41
job_43c231433d15947a,"Pricing / Data Analyst (m/w/d)
- job post",Apo-Discounter,Markkleeberg,Vollzeit,"Markkleeberg
Vollzeit
Die Apologistics-Group ist mit ihrem Flagship-Store apodiscounter.de einer der führenden Online-Apotheken im deutschen Markt und steht für Innovation und Nachhaltigkeit gepaart mit einer ausgeprägten Leidenschaft für intelligente Technologien und Digitalisierung. Unsere moderne und hochautomatisierte Logistik sowie unser tiefes Konsumenten-, Patienten- und Prozessverständnis verschaffen uns eine ausgezeichnete Position im dynamisch wachsenden und spannenden Healthcare-Markt.
Werden Sie Teil unseres wachsenden Teams und gestalten Sie die digitale Transformation der Gesundheitsversorgung aktiv mit.
Startbonus: 3.000,00 € brutto
Ihre Aufgaben
Umsetzung unserer Pricing Strategie und Einhaltung der Pricing Governance
Erarbeitung von Preis- & Marktanalysen
Identifikation von Optimierungspotenzialen
Validierung und Aggregation vorhandener Datensätze
Konzeption neuer Lösungsansätze und Analyseverfahren für aktuelle und zukünftige Fragestellungen
Ihr Profil
Sie haben ein abgeschlossenes Studium im Bereich der Wirtschaftswissenschaften, Mathematik/Statistik, Wirtschaftsinformatik oder eines vergleichbaren Studiengangs
Sie haben Erfahrungen im Pricing sowie der Datenanalyse gesammelt und bringen die Bereitschaft mit, sich im Bereich Business Intelligence weiterzuentwickeln
Sie verfügen über ausgeprägte SQL-Kenntnisse und gute Kenntnisse in Tableau
Sie sind sicher in der Kommunikation und Präsentation komplexer Sachverhalte
Sie überzeugen durch eine hohe IT-Affinität, Zuverlässigkeit, ergebnisorientierte Arbeitsweise, Einsatzbereitschaft und gute Englischkenntnisse
Wir bieten
3.000 € brutto einmaliger Startbonus
100 % E-Commerce mit Start-up Feeling in der aufstrebenden wie auch attraktiven Stadt Leipzig
Positive Dynamik und Wachstumsumfeld im Zukunftsmarkt Gesundheit
Ein interessantes und Ihren Qualifikationen forderndes Aufgabenspektrum mit Freiraum für eigene Ideen
Ein angenehmes Arbeitsklima in einem freundlichen Team und unternehmerisch agierenden Unternehmen
Eine leistungsgerechte Vergütung, 30 Tage Urlaub pro Jahr
Sehr gute Sozialleistungen u.a. mit Fitnesskursen, kostenfreier Getränkeversorgung, Rückenmassagen, Team- und Firmenevents u.v.m.
Individuelle Qualifizierungs- und Weiterbildungsmöglichkeiten
Wir freuen uns auf Ihre vollständige und aussagekräftige Bewerbung mit Angabe Ihrer Gehaltsvorstellung sowie Ihres Eintrittstermins.
Herr Daniel Bauer
Head of HR
034297 6091-185
Art der Stelle: Vollzeit",27Dec2021-11:53:47
job_f3dc0473fa58875c,"Business Analyst Fund Services (f/m/d)
- job post",XTP AG,60325 Frankfurt am Main,"Vollzeit, Festanstellung","Your Activities
Deep-dive into the fundamentals of fund structures and setups of pension plans, endowments, and (re)insurers.
Create cost transparency and identify inefficiencies and areas of non-compliance to increase the net return of our clients' portfolios.
Improve the efficiency of the investment setup of our clients by analyzing, re-calculating, and benchmarking highly complex fund processes and costs (e.g. liquidity management or collateral usage) that relate to the backbone of global capital markets and every transaction in our clients’ portfolios.
Support the in-depth analysis on liquid (stocks, bonds, derivatives, etc.) and illiquid assets (private equity, private debt, hedge funds, etc.) of our public and private markets teams.
Synthesize your results in presentations and hold those in front of our clients and their service providers (banks and other financial institutions).
Grow with us and take over more project responsibilities.
Your Profile
Strong quantitative skills and high affinity to numbers – you believe that data analytics are cool.
Intrinsic motivation to tackle and solve complex quantitative issues.
Experience in fund administration and/or custody.
You consider precision as a principle, not as a burden.
Self-driven, very well organized, and a result-oriented team player.
Excel is your friend.
Experience in working with and improving databases is an advantage.
Highly proficient in German (this is a must!) and English.
Art der Stelle: Vollzeit, Festanstellung
Arbeitszeiten:
Montag bis Freitag
Leistungen:
Flexible Arbeitszeiten
Kostenlose Getränke
Zusätzliche Urlaubstage",27Dec2021-11:53:52
